Year,Month,sido,gugun,psg_car,van,truck,sp_car
2021,5,전라북도,익산시,109603,5154,26901,645
2021,5,전라북도,임실군,9181,569,5039,70
2021,5,전라북도,장수군,7541,438,4499,62
2021,5,전라북도,전주시,286629,9619,38671,1190
2021,5,전라북도,정읍시,40593,2045,15473,293
2021,5,전라북도,진안군,8927,588,4996,66
2021,5,제주특별자치도,서귀포시,74627,3522,28047,369
2021,5,제주특별자치도,제주시,457494,14902,53309,1132
2021,5,충청남도,계룡시,19974,809,2266,77
2021,5,충청남도,공주시,41286,2270,13115,265
2021,5,충청남도,금산군,20350,1424,8961,126
2021,5,충청남도,논산시,44343,2723,16251,223
2021,5,충청남도,당진시,75869,3091,20119,1101
2021,5,충청남도,보령시,38815,1794,13016,295
2021,5,충청남도,부여군,22554,1613,11439,135
2021,5,충청남도,서산시,75541,3329,19764,635
2021,5,충청남도,서천군,18983,959,8086,154
2021,5,충청남도,아산시,144499,5941,25654,774
2021,5,충청남도,예산군,30848,1886,11906,239
2021,5,충청남도,천안시,283622,11065,43019,1250
2021,5,충청남도,청양군,10680,644,6414,146
2021,5,충청남도,태안군,23283,1235,10378,151
2021,5,충청남도,홍성군,39728,1875,12845,302
2021,5,충청북도,괴산군,14494,902,7938,87
2021,5,충청북도,단양군,10473,621,5245,274
2021,5,충청북도,보은군,11580,798,6851,134
2021,5,충청북도,영동군,16420,912,8101,97
2021,5,충청북도,옥천군,19203,1039,8240,143
2021,5,충청북도,음성군,43236,2525,14431,296
2021,5,충청북도,제천시,52509,2195,15012,1039
2021,5,충청북도,증평군,15610,667,3659,101
2021,5,충청북도,진천군,40035,1745,9766,209
2021,5,충청북도,청원군,9,3,8,0
2021,5,충청북도,청주시,369183,13765,57621,1879
2021,5,충청북도,충주시,91553,3755,21193,602
2021,6,강원특별자치도,강릉시,90495,3620,19091,647
2021,6,강원특별자치도,고성군,10478,585,3888,70
2021,6,강원특별자치도,동해시,37970,1653,7354,319
2021,6,강원특별자치도,삼척시,25226,1134,6908,115
2021,6,강원특별자치도,속초시,32578,1486,5844,196
2021,6,강원특별자치도,양구군,8489,431,3387,52
2021,6,강원특별자치도,양양군,11732,513,4196,80
2021,6,강원특별자치도,영월군,14528,876,6330,122
2021,6,강원특별자치도,원주시,148081,5659,27853,711
2021,6,강원특별자치도,인제군,13403,655,5001,94
2021,6,강원특별자치도,정선군,14163,807,6405,104
2021,6,강원특별자치도,철원군,16649,919,7068,84
2021,6,강원특별자치도,춘천시,114670,4433,20759,726
2021,6,강원특별자치도,태백시,16293,924,3559,128
2021,6,강원특별자치도,평창군,16809,963,8571,97
2021,6,강원특별자치도,홍천군,26642,1822,11873,197
2021,6,강원특별자치도,화천군,9601,470,3333,69
2021,6,강원특별자치도,횡성군,18283,1067,8419,126
2021,6,경기도,가평군,23739,1546,6724,150
2021,6,경기도,고양시,378006,12250,47240,1159
2021,6,경기도,과천시,24003,718,2154,60
2021,6,경기도,광명시,88355,3487,12872,281
2021,6,경기도,광주시,158824,8489,34062,803
2021,6,경기도,구리시,60789,2277,10004,272
2021,6,경기도,군포시,86961,2782,13408,449
2021,6,경기도,김포시,193248,7665,33027,1177
2021,6,경기도,남양주시,252489,9928,47431,1111
2021,6,경기도,동두천시,31912,1580,6031,131
2021,6,경기도,부천시,254702,10720,40773,966
2021,6,경기도,성남시,306706,10042,30354,1003
2021,6,경기도,수원시,463226,17111,49259,1692
2021,6,경기도,시흥시,208336,7744,41919,789
2021,6,경기도,안산시,252620,12477,47120,1215
2021,6,경기도,안성시,83828,3988,21796,1070
2021,6,경기도,안양시,180719,7053,23945,563
2021,6,경기도,양주시,89214,4496,19564,485
2021,6,경기도,양평군,47839,2669,12499,262
2021,6,경기도,여주시,48277,2997,19397,618
2021,6,경기도,연천군,16984,1017,10780,627
2021,6,경기도,오산시,95285,3760,12018,322
2021,6,경기도,용인시,424013,13013,46499,1553
2021,6,경기도,의왕시,57530,1790,8113,424
2021,6,경기도,의정부시,142806,5999,20528,593
2021,6,경기도,이천시,93614,4324,21795,786
2021,6,경기도,파주시,185522,8681,33993,654
2021,6,경기도,평택시,250120,10270,40329,1444
2021,6,경기도,포천시,68445,4087,22808,633
2021,6,경기도,하남시,109521,3333,17358,362
2021,6,경기도,화성시,387790,14054,64606,1569
2021,6,경상남도,거제시,92204,3814,12310,362
2021,6,경상남도,거창군,22790,1167,9275,237
2021,6,경상남도,고성군,18775,969,7377,152
2021,6,경상남도,김해시,230695,7888,44146,1067
2021,6,경상남도,남해군,13493,774,6294,82
2021,6,경상남도,밀양시,41469,1840,16272,768
2021,6,경상남도,사천시,45023,1946,11099,253
2021,6,경상남도,산청군,12757,681,7547,265
2021,6,경상남도,양산시,141029,5575,28630,2042
2021,6,경상남도,의령군,9756,530,5060,134
2021,6,경상남도,진주시,137979,5035,29002,745
2021,6,경상남도,창녕군,24484,1320,10531,178
2021,6,경상남도,창원시,532452,14787,62380,1861
2021,6,경상남도,통영시,42434,2255,9217,183
2021,6,경상남도,하동군,15922,700,7896,125
2021,6,경상남도,함안군,49322,1589,10489,421
2021,6,경상남도,함양군,12861,689,6517,89
2021,6,경상남도,합천군,14964,769,8418,114
2021,6,경상북도,경산시,113917,3867,24696,668
2021,6,경상북도,경주시,113961,4765,27187,739
2021,6,경상북도,고령군,13513,779,6875,111
2021,6,경상북도,구미시,184805,6720,29006,816
2021,6,경상북도,군위군,9311,502,5370,104
2021,6,경상북도,김천시,55805,2538,18214,290
2021,6,경상북도,문경시,26252,1479,10119,172
2021,6,경상북도,봉화군,10837,546,6957,74
2021,6,경상북도,상주시,35210,2059,17655,297
2021,6,경상북도,성주군,19137,934,11844,254
2021,6,경상북도,안동시,62383,2828,20311,459
2021,6,경상북도,영덕군,12521,768,6169,70
2021,6,경상북도,영양군,5811,350,3802,30
2021,6,경상북도,영주시,39966,1992,15329,333
2021,6,경상북도,영천시,42772,2162,17318,506
2021,6,경상북도,예천군,21419,920,8385,139
2021,6,경상북도,울릉군,4039,437,1389,25
2021,6,경상북도,울진군,19332,833,6665,131
2021,6,경상북도,의성군,18408,1069,12623,190
2021,6,경상북도,청도군,16827,757,8177,151
2021,6,경상북도,청송군,9516,564,5933,68
2021,6,경상북도,칠곡군,54270,2473,13785,394
2021,6,경상북도,포항시,223616,7862,40418,2625
2021,6,광주광역시,광산구,168498,5396,33806,1317
2021,6,광주광역시,남구,80517,2685,10138,308
2021,6,광주광역시,동구,38482,1315,4657,116
2021,6,광주광역시,북구,166126,5678,26338,892
2021,6,광주광역시,서구,126585,4237,16736,512
2021,6,대구광역시,남구,48704,1819,7422,169
2021,6,대구광역시,달서구,243051,6410,35480,918
2021,6,대구광역시,달성군,113952,3810,22037,574
2021,6,대구광역시,동구,137359,4498,22846,751
2021,6,대구광역시,북구,171019,5016,32959,784
2021,6,대구광역시,서구,57832,2194,12580,282
2021,6,대구광역시,수성구,198159,4343,18231,436
2021,6,대구광역시,중구,57607,1442,5000,80
2021,6,대전광역시,대덕구,71072,3162,17598,645
2021,6,대전광역시,동구,77125,3261,14943,465
2021,6,대전광역시,서구,186982,5485,21103,782
2021,6,대전광역시,유성구,161070,4027,16805,676
2021,6,대전광역시,중구,83092,3557,14782,446
2021,6,부산광역시,강서구,64259,2084,17245,748
2021,6,부산광역시,금정구,70585,3087,13570,813
2021,6,부산광역시,기장군,68146,2881,11731,367
2021,6,부산광역시,남구,80996,2976,13877,1760
2021,6,부산광역시,동구,46557,1193,6265,1160
2021,6,부산광역시,동래구,81849,2935,11761,370
2021,6,부산광역시,부산진구,125105,3736,15729,649
2021,6,부산광역시,북구,87840,2934,14035,372
2021,6,부산광역시,사상구,68703,2887,17196,519
2021,6,부산광역시,사하구,94465,3461,15185,431
2021,6,부산광역시,서구,24937,1089,4604,132
2021,6,부산광역시,수영구,92872,2465,7195,483
2021,6,부산광역시,연제구,89130,2948,10428,854
2021,6,부산광역시,영도구,27176,1453,4587,103
2021,6,부산광역시,중구,27419,628,7136,1754
2021,6,부산광역시,해운대구,159819,4074,15480,712
2021,6,서울특별시,강남구,215055,5231,15121,403
2021,6,서울특별시,강동구,132497,4491,15237,377
2021,6,서울특별시,강북구,63221,3426,8799,198
2021,6,서울특별시,강서구,176748,6682,20912,547
2021,6,서울특별시,관악구,102704,4105,11834,310
2021,6,서울특별시,광진구,83090,3032,12215,300
2021,6,서울특별시,구로구,121479,5548,17071,428
2021,6,서울특별시,금천구,72275,3759,13232,230
2021,6,서울특별시,노원구,134580,4950,12785,405
2021,6,서울특별시,도봉구,81295,3412,10630,295
2021,6,서울특별시,동대문구,82248,3344,12405,214
2021,6,서울특별시,동작구,94490,2904,8427,360
2021,6,서울특별시,마포구,104877,3631,11893,343
2021,6,서울특별시,서대문구,78064,2987,8120,318
2021,6,서울특별시,서초구,157283,4404,16179,395
2021,6,서울특별시,성동구,92533,3259,10952,260
2021,6,서울특별시,성북구,105564,4621,10807,241
2021,6,서울특별시,송파구,207898,6422,30606,587
2021,6,서울특별시,양천구,131501,4566,14695,624
2021,6,서울특별시,영등포구,121271,4637,19572,1239
2021,6,서울특별시,용산구,70762,2234,6634,129
2021,6,서울특별시,은평구,114837,4573,12675,327
2021,6,서울특별시,종로구,41345,3668,5190,207
2021,6,서울특별시,중구,42208,3048,6940,235
2021,6,서울특별시,중랑구,94637,4244,14957,485
2021,6,세종특별자치시,세종시,158299,4320,16646,584
2021,6,울산광역시,남구,137869,3664,19574,852
2021,6,울산광역시,동구,56479,1592,4760,145
2021,6,울산광역시,북구,104122,2678,11760,496
2021,6,울산광역시,울주군,102718,3718,23449,1209
2021,6,울산광역시,중구,88963,2530,11267,411
2021,6,인천광역시,강화군,48921,3019,10204,179
2021,6,인천광역시,계양구,278663,7043,24429,714
2021,6,인천광역시,남동구,265011,8203,33220,904
2021,6,인천광역시,동구,20040,1048,5678,405
2021,6,인천광역시,미추홀구,146459,5158,21787,1292
2021,6,인천광역시,부평구,210700,6735,26739,613
2021,6,인천광역시,서구,206966,8200,36290,1100
2021,6,인천광역시,연수구,186637,4462,14912,661
2021,6,인천광역시,옹진군,8091,637,3795,49
2021,6,인천광역시,중구,56268,2786,17047,2069
2021,6,전라남도,강진군,11836,775,7187,116
2021,6,전라남도,고흥군,19380,1341,12328,103
2021,6,전라남도,곡성군,9791,551,5259,103
2021,6,전라남도,광양시,68039,2687,16797,2015
2021,6,전라남도,구례군,9209,554,4223,63
2021,6,전라남도,나주시,49131,2517,16700,524
2021,6,전라남도,담양군,18903,1152,8732,270
2021,6,전라남도,목포시,80946,3633,15552,601
2021,6,전라남도,무안군,35598,1836,11967,232
2021,6,전라남도,보성군,28955,1281,8070,109
2021,6,전라남도,순천시,116903,4310,24098,1184
2021,6,전라남도,신안군,76602,2251,9218,178
2021,6,전라남도,여수시,109388,4509,24572,1121
2021,6,전라남도,영광군,19290,977,8361,121
2021,6,전라남도,영암군,24460,1450,11162,284
2021,6,전라남도,완도군,15579,945,9632,117
2021,6,전라남도,장성군,18335,919,8575,187
2021,6,전라남도,장흥군,12700,726,7217,82
2021,6,전라남도,진도군,10573,683,6220,60
2021,6,전라남도,함평군,43257,1252,6438,86
2021,6,전라남도,해남군,43501,2169,15043,133
2021,6,전라남도,화순군,24016,2226,8458,243
2021,6,전라북도,고창군,19058,1490,10595,122
2021,6,전라북도,군산시,111033,4182,21669,941
2021,6,전라북도,김제시,31404,1773,14058,306
2021,6,전라북도,남원시,30851,1661,12881,201
2021,6,전라북도,무주군,8298,560,4489,71
2021,6,전라북도,부안군,18317,1108,8727,124
2021,6,전라북도,순창군,9369,508,5047,57
2021,6,전라북도,완주군,38538,2270,13975,317
2021,6,전라북도,익산시,109979,5126,26913,655
2021,6,전라북도,임실군,9188,566,5047,71
2021,6,전라북도,장수군,7561,437,4516,62
2021,6,전라북도,전주시,286979,9522,38648,1197
2021,6,전라북도,정읍시,40799,2057,15478,302
2021,6,전라북도,진안군,8941,587,5000,66
2021,6,제주특별자치도,서귀포시,74813,3495,27975,373
2021,6,제주특별자치도,제주시,461974,14911,53418,1187
2021,6,충청남도,계룡시,19946,811,2250,78
2021,6,충청남도,공주시,41402,2253,13139,267
2021,6,충청남도,금산군,20320,1412,8907,128
2021,6,충청남도,논산시,44378,2719,16234,231
2021,6,충청남도,당진시,76058,3052,20060,1102
2021,6,충청남도,보령시,38932,1792,13055,299
2021,6,충청남도,부여군,22553,1595,11413,137
2021,6,충청남도,서산시,75771,3349,19749,643
2021,6,충청남도,서천군,18990,953,8044,154
2021,6,충청남도,아산시,145480,5915,25650,790
2021,6,충청남도,예산군,30858,1883,11949,240
2021,6,충청남도,천안시,284205,11054,43046,1288
2021,6,충청남도,청양군,10683,642,6420,148
2021,6,충청남도,태안군,23331,1230,10374,155
2021,6,충청남도,홍성군,39868,1868,12855,306
2021,6,충청북도,괴산군,14543,904,7933,88
2021,6,충청북도,단양군,10469,616,5257,275
2021,6,충청북도,보은군,11565,791,6873,137
2021,6,충청북도,영동군,16430,910,8110,98
2021,6,충청북도,옥천군,19221,1038,8211,144
2021,6,충청북도,음성군,43269,2532,14470,297
2021,6,충청북도,제천시,52660,2205,15036,1055
2021,6,충청북도,증평군,15663,669,3663,105
2021,6,충청북도,진천군,40180,1758,9786,199
2021,6,충청북도,청원군,9,3,8,0
2021,6,충청북도,청주시,370265,13696,57681,1930
2021,6,충청북도,충주시,92148,3764,21234,612
2021,7,강원특별자치도,강릉시,90846,3612,19143,652
2021,7,강원특별자치도,고성군,10550,590,3903,72
2021,7,강원특별자치도,동해시,38108,1637,7376,322
2021,7,강원특별자치도,삼척시,25265,1127,6909,117
2021,7,강원특별자치도,속초시,32724,1488,5848,201
2021,7,강원특별자치도,양구군,8508,431,3416,52
2021,7,강원특별자치도,양양군,11788,516,4199,82
2021,7,강원특별자치도,영월군,14561,873,6336,124
2021,7,강원특별자치도,원주시,148480,5626,27887,718
2021,7,강원특별자치도,인제군,13496,655,5026,93
2021,7,강원특별자치도,정선군,14171,806,6417,105
2021,7,강원특별자치도,철원군,16682,915,7068,86
2021,7,강원특별자치도,춘천시,114973,4422,20805,731
2021,7,강원특별자치도,태백시,16302,912,3568,131
2021,7,강원특별자치도,평창군,16796,963,8550,100
2021,7,강원특별자치도,홍천군,26709,1821,11880,199
2021,7,강원특별자치도,화천군,9616,465,3336,71
2021,7,강원특별자치도,횡성군,18363,1068,8444,128
2021,7,경기도,가평군,23783,1537,6725,151
2021,7,경기도,고양시,379011,12210,47275,1175
2021,7,경기도,과천시,24151,712,2145,62
2021,7,경기도,광명시,88567,3463,12959,286
2021,7,경기도,광주시,159308,8453,34135,810
2021,7,경기도,구리시,60778,2264,10001,276
2021,7,경기도,군포시,87054,2766,13418,452
2021,7,경기도,김포시,193988,7664,33167,1204
2021,7,경기도,남양주시,253521,9902,47518,1141
2021,7,경기도,동두천시,32021,1574,6068,135
2021,7,경기도,부천시,255618,10688,40886,972
2021,7,경기도,성남시,307471,10035,30386,1017
2021,7,경기도,수원시,464620,17004,49643,1723
2021,7,경기도,시흥시,209377,7749,42011,819
2021,7,경기도,안산시,253266,12395,47201,1229
2021,7,경기도,안성시,83955,3999,21582,1051
2021,7,경기도,안양시,180842,7002,23894,576
2021,7,경기도,양주시,89392,4480,19626,501
2021,7,경기도,양평군,48026,2663,12529,267
2021,7,경기도,여주시,48386,3018,19343,622
2021,7,경기도,연천군,17024,1016,10781,630
2021,7,경기도,오산시,95659,3772,12328,338
2021,7,경기도,용인시,425060,12937,46487,1577
2021,7,경기도,의왕시,58057,1777,8109,421
2021,7,경기도,의정부시,143639,5979,20594,603
2021,7,경기도,이천시,94025,4337,22103,793
2021,7,경기도,파주시,186366,8646,34057,666
2021,7,경기도,평택시,251363,10294,40329,1454
2021,7,경기도,포천시,68520,4069,22912,644
2021,7,경기도,하남시,110612,3347,17444,369
2021,7,경기도,화성시,389654,14078,64866,1609
2021,7,경상남도,거제시,92297,3799,12323,370
2021,7,경상남도,거창군,22895,1170,9290,240
2021,7,경상남도,고성군,18794,964,7396,153
2021,7,경상남도,김해시,231000,7866,44188,1064
2021,7,경상남도,남해군,13514,772,6290,80
2021,7,경상남도,밀양시,41585,1845,16233,777
2021,7,경상남도,사천시,45116,1932,11100,251
2021,7,경상남도,산청군,12764,684,7553,268
2021,7,경상남도,양산시,141472,5561,28649,2058
2021,7,경상남도,의령군,9803,526,5125,135
2021,7,경상남도,진주시,138270,5006,28876,762
2021,7,경상남도,창녕군,24536,1300,10540,182
2021,7,경상남도,창원시,534136,14728,62387,1866
2021,7,경상남도,통영시,42503,2250,9249,181
2021,7,경상남도,하동군,15906,696,7906,129
2021,7,경상남도,함안군,52026,1617,10687,420
2021,7,경상남도,함양군,12898,686,6544,89
2021,7,경상남도,합천군,14986,772,8431,115
2021,7,경상북도,경산시,114544,3847,24795,668
2021,7,경상북도,경주시,114194,4769,27202,743
2021,7,경상북도,고령군,13519,776,6877,111
2021,7,경상북도,구미시,185071,6667,29135,841
2021,7,경상북도,군위군,9292,498,5368,102
2021,7,경상북도,김천시,55819,2543,18245,293
2021,7,경상북도,문경시,26256,1470,10148,175
2021,7,경상북도,봉화군,10836,545,6975,71
2021,7,경상북도,상주시,35274,2072,17708,299
2021,7,경상북도,성주군,19170,931,11867,255
2021,7,경상북도,안동시,62431,2818,20394,467
2021,7,경상북도,영덕군,12539,770,6161,70
2021,7,경상북도,영양군,5806,359,3808,30
2021,7,경상북도,영주시,39899,1981,15242,338
2021,7,경상북도,영천시,42856,2151,17361,519
2021,7,경상북도,예천군,21537,911,8419,140
2021,7,경상북도,울릉군,4084,445,1399,26
2021,7,경상북도,울진군,19381,827,6692,134
2021,7,경상북도,의성군,18417,1069,12654,190
2021,7,경상북도,청도군,16837,759,8172,156
2021,7,경상북도,청송군,9525,559,5955,71
2021,7,경상북도,칠곡군,54409,2468,13870,402
2021,7,경상북도,포항시,224111,7839,40569,2639
2021,7,광주광역시,광산구,168795,5357,33777,1330
2021,7,광주광역시,남구,80837,2679,10181,325
2021,7,광주광역시,동구,38612,1300,4649,117
2021,7,광주광역시,북구,166552,5658,26386,906
2021,7,광주광역시,서구,126245,4133,16909,515
2021,7,대구광역시,남구,48721,1826,7389,172
2021,7,대구광역시,달서구,243677,6362,35591,941
2021,7,대구광역시,달성군,114330,3810,22144,586
2021,7,대구광역시,동구,137742,4549,22943,756
2021,7,대구광역시,북구,171325,5018,33034,798
2021,7,대구광역시,서구,57980,2185,12564,278
2021,7,대구광역시,수성구,190669,4327,18258,442
2021,7,대구광역시,중구,55397,1433,4987,80
2021,7,대전광역시,대덕구,71270,3171,17682,648
2021,7,대전광역시,동구,77432,3235,14975,469
2021,7,대전광역시,서구,187204,5475,21149,797
2021,7,대전광역시,유성구,161515,4022,17059,688
2021,7,대전광역시,중구,83158,3545,14801,443
2021,7,부산광역시,강서구,64603,2093,17278,750
2021,7,부산광역시,금정구,70714,3268,13525,822
2021,7,부산광역시,기장군,68236,2874,11730,370
2021,7,부산광역시,남구,81123,2948,13894,1776
2021,7,부산광역시,동구,46899,1185,6272,1163
2021,7,부산광역시,동래구,81785,2686,11750,373
2021,7,부산광역시,부산진구,125303,3735,15658,656
2021,7,부산광역시,북구,88140,2906,14017,374
2021,7,부산광역시,사상구,68821,2856,17252,518
2021,7,부산광역시,사하구,94342,3450,15183,431
2021,7,부산광역시,서구,24985,1081,4585,129
2021,7,부산광역시,수영구,93517,2467,7171,483
2021,7,부산광역시,연제구,89684,2912,10491,852
2021,7,부산광역시,영도구,27220,1462,4588,104
2021,7,부산광역시,중구,27607,629,7133,1751
2021,7,부산광역시,해운대구,160369,4043,15535,723
2021,7,서울특별시,강남구,215044,5174,15156,411
2021,7,서울특별시,강동구,132557,4513,15297,377
2021,7,서울특별시,강북구,63210,3392,8778,201
2021,7,서울특별시,강서구,176896,6623,20958,555
2021,7,서울특별시,관악구,102757,4087,11841,312
2021,7,서울특별시,광진구,83109,3015,12161,302
2021,7,서울특별시,구로구,121342,5534,17053,432
2021,7,서울특별시,금천구,72600,3746,13230,235
2021,7,서울특별시,노원구,134606,4927,12781,412
2021,7,서울특별시,도봉구,81325,3442,10616,293
2021,7,서울특별시,동대문구,82410,3338,12397,214
2021,7,서울특별시,동작구,94613,2891,8410,363
2021,7,서울특별시,마포구,105037,3628,11886,349
2021,7,서울특별시,서대문구,78128,2975,8109,326
2021,7,서울특별시,서초구,157422,4376,16161,393
2021,7,서울특별시,성동구,92651,3218,11011,264
2021,7,서울특별시,성북구,105656,4604,10789,246
2021,7,서울특별시,송파구,207981,6405,30640,600
2021,7,서울특별시,양천구,131668,4537,14692,630
2021,7,서울특별시,영등포구,120983,4605,19559,1253
2021,7,서울특별시,용산구,70823,2221,6634,131
2021,7,서울특별시,은평구,115087,4544,12645,335
2021,7,서울특별시,종로구,41376,3643,5148,211
2021,7,서울특별시,중구,49768,3026,6902,238
2021,7,서울특별시,중랑구,94681,4223,14927,486
2021,7,세종특별자치시,세종시,159107,4294,16680,611
2021,7,울산광역시,남구,137840,3669,19575,860
2021,7,울산광역시,동구,56541,1583,4758,149
2021,7,울산광역시,북구,103951,2657,11847,502
2021,7,울산광역시,울주군,103324,3738,23509,1216
2021,7,울산광역시,중구,89037,2520,11249,408
2021,7,인천광역시,강화군,48045,2982,10242,185
2021,7,인천광역시,계양구,278767,7059,24436,722
2021,7,인천광역시,남동구,260344,8141,33049,913
2021,7,인천광역시,동구,20458,1045,5679,426
2021,7,인천광역시,미추홀구,147099,5129,21814,1288
2021,7,인천광역시,부평구,212460,6699,26734,618
2021,7,인천광역시,서구,207975,8184,36419,1118
2021,7,인천광역시,연수구,187322,4449,14936,674
2021,7,인천광역시,옹진군,8150,635,3810,49
2021,7,인천광역시,중구,56667,2797,17074,2064
2021,7,전라남도,강진군,11892,769,7195,120
2021,7,전라남도,고흥군,19376,1334,12334,105
2021,7,전라남도,곡성군,9842,549,5266,103
2021,7,전라남도,광양시,68299,2667,16847,2013
2021,7,전라남도,구례군,9194,559,4223,64
2021,7,전라남도,나주시,49287,2511,16735,523
2021,7,전라남도,담양군,18892,1165,8724,273
2021,7,전라남도,목포시,80942,3610,15505,605
2021,7,전라남도,무안군,36012,1837,12011,237
2021,7,전라남도,보성군,28145,1249,8072,110
2021,7,전라남도,순천시,117372,4290,24178,1210
2021,7,전라남도,신안군,78091,2319,9247,177
2021,7,전라남도,여수시,109474,4499,24470,1136
2021,7,전라남도,영광군,19344,969,8396,121
2021,7,전라남도,영암군,24015,1449,11203,288
2021,7,전라남도,완도군,15606,947,9630,126
2021,7,전라남도,장성군,18359,914,8598,185
2021,7,전라남도,장흥군,12689,729,7238,83
2021,7,전라남도,진도군,10524,684,6206,61
2021,7,전라남도,함평군,43120,1254,6436,89
2021,7,전라남도,해남군,46498,2158,15077,137
2021,7,전라남도,화순군,24151,2213,8488,240
2021,7,전라북도,고창군,19103,1503,10634,121
2021,7,전라북도,군산시,111278,4165,21702,948
2021,7,전라북도,김제시,31467,1780,14073,305
2021,7,전라북도,남원시,30806,1662,12860,200
2021,7,전라북도,무주군,8320,559,4496,73
2021,7,전라북도,부안군,18356,1115,8751,129
2021,7,전라북도,순창군,9368,506,5062,55
2021,7,전라북도,완주군,38737,2267,14057,331
2021,7,전라북도,익산시,110175,5106,26945,659
2021,7,전라북도,임실군,9194,564,5071,70
2021,7,전라북도,장수군,7579,434,4525,62
2021,7,전라북도,전주시,287420,9536,38879,1204
2021,7,전라북도,정읍시,40854,2051,15515,307
2021,7,전라북도,진안군,8933,590,4994,66
2021,7,제주특별자치도,서귀포시,75026,3486,28056,382
2021,7,제주특별자치도,제주시,466259,14973,53812,1182
2021,7,충청남도,계룡시,20007,800,2247,81
2021,7,충청남도,공주시,41521,2239,13152,271
2021,7,충청남도,금산군,20400,1409,8926,129
2021,7,충청남도,논산시,44474,2720,16236,237
2021,7,충청남도,당진시,76339,3065,20118,1099
2021,7,충청남도,보령시,38969,1787,13078,300
2021,7,충청남도,부여군,22626,1600,11473,140
2021,7,충청남도,서산시,76053,3346,19770,651
2021,7,충청남도,서천군,18993,946,8052,155
2021,7,충청남도,아산시,146340,5928,25772,801
2021,7,충청남도,예산군,30876,1888,12014,244
2021,7,충청남도,천안시,284904,11034,43275,1347
2021,7,충청남도,청양군,10725,639,6437,149
2021,7,충청남도,태안군,23369,1226,10407,154
2021,7,충청남도,홍성군,39919,1863,12870,297
2021,7,충청북도,괴산군,14537,907,7949,91
2021,7,충청북도,단양군,10506,619,5280,274
2021,7,충청북도,보은군,11579,793,6883,136
2021,7,충청북도,영동군,16467,911,8132,103
2021,7,충청북도,옥천군,19317,1031,8247,150
2021,7,충청북도,음성군,43408,2534,14501,302
2021,7,충청북도,제천시,52775,2193,15088,1049
2021,7,충청북도,증평군,15674,668,3654,105
2021,7,충청북도,진천군,40339,1755,9744,189
2021,7,충청북도,청원군,9,3,8,0
2021,7,충청북도,청주시,375722,13674,57936,1988
2021,7,충청북도,충주시,92306,3772,21263,620
2021,8,강원특별자치도,강릉시,90947,3593,19144,649
2021,8,강원특별자치도,고성군,10598,591,3900,74
2021,8,강원특별자치도,동해시,38184,1629,7378,324
2021,8,강원특별자치도,삼척시,25282,1126,6897,118
2021,8,강원특별자치도,속초시,32774,1484,5855,201
2021,8,강원특별자치도,양구군,8527,429,3426,52
2021,8,강원특별자치도,양양군,11809,514,4200,82
2021,8,강원특별자치도,영월군,14588,871,6354,125
2021,8,강원특별자치도,원주시,148986,5595,27892,725
2021,8,강원특별자치도,인제군,13572,664,5010,94
2021,8,강원특별자치도,정선군,14152,811,6411,106
2021,8,강원특별자치도,철원군,16665,914,7090,88
2021,8,강원특별자치도,춘천시,115191,4415,20831,739
2021,8,강원특별자치도,태백시,16296,908,3555,129
2021,8,강원특별자치도,평창군,16799,956,8559,103
2021,8,강원특별자치도,홍천군,26697,1799,11871,196
2021,8,강원특별자치도,화천군,9639,465,3336,71
2021,8,강원특별자치도,횡성군,18349,1062,8443,128
2021,8,경기도,가평군,23846,1536,6729,153
2021,8,경기도,고양시,379581,12148,47365,1189
2021,8,경기도,과천시,24225,708,2175,63
2021,8,경기도,광명시,88604,3439,12905,287
2021,8,경기도,광주시,159769,8422,34164,810
2021,8,경기도,구리시,60797,2242,10019,274
2021,8,경기도,군포시,87058,2755,13403,442
2021,8,경기도,김포시,194441,7630,33199,1207
2021,8,경기도,남양주시,254545,9904,47671,1164
2021,8,경기도,동두천시,32118,1571,6103,133
2021,8,경기도,부천시,255721,10637,40979,978
2021,8,경기도,성남시,308097,9984,30388,1028
2021,8,경기도,수원시,465275,16895,49813,1746
2021,8,경기도,시흥시,209657,7729,42025,833
2021,8,경기도,안산시,253954,12352,47297,1249
2021,8,경기도,안성시,84285,3980,21688,1060
2021,8,경기도,안양시,181060,6981,23854,589
2021,8,경기도,양주시,89642,4472,19714,512
2021,8,경기도,양평군,48207,2648,12546,274
2021,8,경기도,여주시,48495,3006,19357,623
2021,8,경기도,연천군,17037,1018,10785,629
2021,8,경기도,오산시,95945,3744,12290,348
2021,8,경기도,용인시,426131,12903,46586,1605
2021,8,경기도,의왕시,58405,1775,8147,421
2021,8,경기도,의정부시,144187,5953,20666,612
2021,8,경기도,이천시,94487,4332,22162,795
2021,8,경기도,파주시,188167,8653,34166,687
2021,8,경기도,평택시,253084,10309,40506,1486
2021,8,경기도,포천시,70400,4080,22992,645
2021,8,경기도,하남시,111276,3321,17524,367
2021,8,경기도,화성시,391348,14074,65093,1682
2021,8,경상남도,거제시,92318,3807,12284,370
2021,8,경상남도,거창군,22859,1165,9302,241
2021,8,경상남도,고성군,18789,961,7376,154
2021,8,경상남도,김해시,231192,7829,44177,1083
2021,8,경상남도,남해군,13536,767,6297,84
