Year,Month,sido,gugun,psg_car,van,truck,sp_car
2021,1,전라남도,해남군,28743,2054,15094,126
2021,1,전라남도,화순군,23769,2300,8531,236
2021,1,전라북도,고창군,18988,1494,10670,118
2021,1,전라북도,군산시,110125,4244,21759,895
2021,1,전라북도,김제시,31358,1805,14015,295
2021,1,전라북도,남원시,30886,1718,12805,206
2021,1,전라북도,무주군,8224,588,4569,66
2021,1,전라북도,부안군,18201,1100,8783,123
2021,1,전라북도,순창군,9330,524,5039,56
2021,1,전라북도,완주군,38277,2300,13885,308
2021,1,전라북도,익산시,109467,5251,27149,613
2021,1,전라북도,임실군,9129,590,5076,68
2021,1,전라북도,장수군,7484,458,4526,59
2021,1,전라북도,전주시,284992,9763,38946,1152
2021,1,전라북도,정읍시,40334,2071,15445,284
2021,1,전라북도,진안군,8824,584,4952,57
2021,1,제주특별자치도,서귀포시,73982,3570,28383,356
2021,1,제주특별자치도,제주시,442080,15179,53327,1063
2021,1,충청남도,계룡시,19546,840,2312,62
2021,1,충청남도,공주시,41053,2329,13305,250
2021,1,충청남도,금산군,20132,1489,9068,123
2021,1,충청남도,논산시,44178,2816,16501,198
2021,1,충청남도,당진시,74716,3062,20119,1074
2021,1,충청남도,보령시,38662,1794,13124,280
2021,1,충청남도,부여군,22451,1607,11535,127
2021,1,충청남도,서산시,74529,3371,19863,605
2021,1,충청남도,서천군,18873,955,8090,145
2021,1,충청남도,아산시,141812,6017,25571,703
2021,1,충청남도,예산군,30666,1897,11950,214
2021,1,충청남도,천안시,281719,11290,43270,1162
2021,1,충청남도,청양군,10691,655,6479,133
2021,1,충청남도,태안군,23299,1252,10368,140
2021,1,충청남도,홍성군,39383,1893,12985,333
2021,1,충청북도,괴산군,14641,908,8043,80
2021,1,충청북도,단양군,10460,640,5284,263
2021,1,충청북도,보은군,11491,792,6821,132
2021,1,충청북도,영동군,16425,929,8161,94
2021,1,충청북도,옥천군,18883,1045,8202,137
2021,1,충청북도,음성군,43025,2518,14578,283
2021,1,충청북도,제천시,52207,2246,15188,1025
2021,1,충청북도,증평군,15565,682,3663,99
2021,1,충청북도,진천군,39326,1791,9746,205
2021,1,충청북도,청원군,9,3,8,0
2021,1,충청북도,청주시,362467,13942,57831,1750
2021,1,충청북도,충주시,90381,3854,21355,569
2021,2,강원특별자치도,강릉시,89531,3697,19084,621
2021,2,강원특별자치도,고성군,10246,599,3856,60
2021,2,강원특별자치도,동해시,37598,1679,7371,301
2021,2,강원특별자치도,삼척시,25199,1153,6937,105
2021,2,강원특별자치도,속초시,32324,1544,5897,192
2021,2,강원특별자치도,양구군,8472,437,3376,47
2021,2,강원특별자치도,양양군,11580,519,4159,75
2021,2,강원특별자치도,영월군,14496,919,6323,114
2021,2,강원특별자치도,원주시,146557,5831,28040,683
2021,2,강원특별자치도,인제군,13175,652,5033,87
2021,2,강원특별자치도,정선군,14190,837,6466,102
2021,2,강원특별자치도,철원군,16548,957,7091,80
2021,2,강원특별자치도,춘천시,113774,4562,21049,686
2021,2,강원특별자치도,태백시,16290,937,3613,119
2021,2,강원특별자치도,평창군,16706,984,8575,95
2021,2,강원특별자치도,홍천군,26498,1834,11928,187
2021,2,강원특별자치도,화천군,9495,478,3337,67
2021,2,강원특별자치도,횡성군,18028,1067,8398,122
2021,2,경기도,가평군,23326,1555,6656,137
2021,2,경기도,고양시,374490,12443,47251,1087
2021,2,경기도,과천시,23025,714,2165,58
2021,2,경기도,광명시,87470,3577,12861,260
2021,2,경기도,광주시,156923,8555,33800,772
2021,2,경기도,구리시,60794,2333,10081,259
2021,2,경기도,군포시,86840,2825,13382,436
2021,2,경기도,김포시,190004,7778,32646,1138
2021,2,경기도,남양주시,248063,10055,47165,1010
2021,2,경기도,동두천시,31744,1606,6077,129
2021,2,경기도,부천시,254099,11077,40910,920
2021,2,경기도,성남시,304918,10180,30651,979
2021,2,경기도,수원시,460632,17800,49324,1643
2021,2,경기도,시흥시,204833,7802,41616,732
2021,2,경기도,안산시,250531,12747,46912,1175
2021,2,경기도,안성시,82175,3998,21850,1092
2021,2,경기도,안양시,178576,7216,23905,526
2021,2,경기도,양주시,87305,4560,19401,458
2021,2,경기도,양평군,47191,2739,12535,231
2021,2,경기도,여주시,47695,3014,19603,608
2021,2,경기도,연천군,16926,1033,10810,617
2021,2,경기도,오산시,94353,3844,11996,292
2021,2,경기도,용인시,420529,13284,46232,1474
2021,2,경기도,의왕시,57227,1834,8137,416
2021,2,경기도,의정부시,141509,6170,20483,577
2021,2,경기도,이천시,92276,4413,21801,768
2021,2,경기도,파주시,181755,8746,33534,582
2021,2,경기도,평택시,244478,10299,39991,1363
2021,2,경기도,포천시,68225,4127,22729,608
2021,2,경기도,하남시,105602,3341,17182,332
2021,2,경기도,화성시,379970,14225,63555,1465
2021,2,경상남도,거제시,92120,3907,12347,355
2021,2,경상남도,거창군,22631,1184,9258,236
2021,2,경상남도,고성군,18650,999,7382,152
2021,2,경상남도,김해시,229634,8073,44306,1038
2021,2,경상남도,남해군,13331,782,6343,74
2021,2,경상남도,밀양시,41021,1891,16363,767
2021,2,경상남도,사천시,44821,1980,11231,250
2021,2,경상남도,산청군,12650,706,7539,262
2021,2,경상남도,양산시,139171,5694,28648,2024
2021,2,경상남도,의령군,9671,544,5045,134
2021,2,경상남도,진주시,136881,5149,29177,724
2021,2,경상남도,창녕군,24542,1341,10497,177
2021,2,경상남도,창원시,524084,15065,62874,1788
2021,2,경상남도,통영시,42346,2326,9298,177
2021,2,경상남도,하동군,15848,738,7970,127
2021,2,경상남도,함안군,48475,1631,10567,416
2021,2,경상남도,함양군,12701,707,6520,83
2021,2,경상남도,합천군,14795,790,8364,109
2021,2,경상북도,경산시,112087,3918,25101,635
2021,2,경상북도,경주시,113194,4866,27719,714
2021,2,경상북도,고령군,13508,793,6960,105
2021,2,경상북도,구미시,183471,6854,29381,766
2021,2,경상북도,군위군,9299,500,5420,102
2021,2,경상북도,김천시,55533,2571,18177,286
2021,2,경상북도,문경시,25977,1535,10191,155
2021,2,경상북도,봉화군,10749,561,6941,71
2021,2,경상북도,상주시,35060,2092,17912,289
2021,2,경상북도,성주군,19050,945,11811,254
2021,2,경상북도,안동시,61877,2830,20558,430
2021,2,경상북도,영덕군,12486,769,6187,64
2021,2,경상북도,영양군,5760,358,3808,30
2021,2,경상북도,영주시,39745,2003,15428,325
2021,2,경상북도,영천시,42424,2202,17403,498
2021,2,경상북도,예천군,21174,931,8390,132
2021,2,경상북도,울릉군,3984,439,1392,24
2021,2,경상북도,울진군,19157,843,6663,128
2021,2,경상북도,의성군,18279,1083,12647,191
2021,2,경상북도,청도군,16789,770,8267,154
2021,2,경상북도,청송군,9508,572,5955,63
2021,2,경상북도,칠곡군,54111,2559,13890,377
2021,2,경상북도,포항시,221849,7960,40912,2577
2021,2,광주광역시,광산구,167264,5467,33958,1298
2021,2,광주광역시,남구,80115,2769,10288,303
2021,2,광주광역시,동구,37806,1355,4686,97
2021,2,광주광역시,북구,165682,5806,26730,870
2021,2,광주광역시,서구,127195,4447,16983,475
2021,2,대구광역시,남구,48611,1899,7503,158
2021,2,대구광역시,달서구,241931,6573,35960,886
2021,2,대구광역시,달성군,112950,3866,22171,535
2021,2,대구광역시,동구,136702,4661,23038,701
2021,2,대구광역시,북구,170637,5158,33269,742
2021,2,대구광역시,서구,58100,2288,12838,248
2021,2,대구광역시,수성구,198118,4473,18487,390
2021,2,대구광역시,중구,62066,1474,5067,73
2021,2,대전광역시,대덕구,71058,3296,18027,626
2021,2,대전광역시,동구,76768,3330,15127,438
2021,2,대전광역시,서구,186180,5659,21372,743
2021,2,대전광역시,유성구,161283,4254,16912,637
2021,2,대전광역시,중구,83336,3669,15068,429
2021,2,부산광역시,강서구,62571,2088,17064,726
2021,2,부산광역시,금정구,70845,3107,13616,806
2021,2,부산광역시,기장군,67133,2935,11737,352
2021,2,부산광역시,남구,81099,3051,13931,1760
2021,2,부산광역시,동구,44372,1205,6308,1161
2021,2,부산광역시,동래구,81975,3034,11888,359
2021,2,부산광역시,부산진구,124086,3819,16004,648
2021,2,부산광역시,북구,86361,2969,14078,342
2021,2,부산광역시,사상구,68789,2961,17351,523
2021,2,부산광역시,사하구,94486,3575,15278,423
2021,2,부산광역시,서구,24720,1114,4600,127
2021,2,부산광역시,수영구,90678,2524,7312,483
2021,2,부산광역시,연제구,87623,3058,10523,840
2021,2,부산광역시,영도구,26948,1460,4564,94
2021,2,부산광역시,중구,26499,654,7128,1774
2021,2,부산광역시,해운대구,157538,4166,15543,688
2021,2,서울특별시,강남구,215088,5384,15145,398
2021,2,서울특별시,강동구,131148,4484,15317,363
2021,2,서울특별시,강북구,63004,3505,8881,184
2021,2,서울특별시,강서구,175941,6956,20951,505
2021,2,서울특별시,관악구,102634,4204,11922,298
2021,2,서울특별시,광진구,83052,3070,12225,291
2021,2,서울특별시,구로구,121099,5636,17164,428
2021,2,서울특별시,금천구,71708,3859,13147,192
2021,2,서울특별시,노원구,134420,5055,12831,383
2021,2,서울특별시,도봉구,81220,3441,10695,273
2021,2,서울특별시,동대문구,82002,3415,12490,207
2021,2,서울특별시,동작구,93718,2966,8437,360
2021,2,서울특별시,마포구,103446,3682,11891,324
2021,2,서울특별시,서대문구,78003,3031,8176,295
2021,2,서울특별시,서초구,157917,4535,16350,386
2021,2,서울특별시,성동구,91805,3429,11037,244
2021,2,서울특별시,성북구,104978,4732,10807,207
2021,2,서울특별시,송파구,207724,6510,30813,520
2021,2,서울특별시,양천구,131531,4685,14848,613
2021,2,서울특별시,영등포구,121006,4747,19595,1224
2021,2,서울특별시,용산구,69897,2285,6740,125
2021,2,서울특별시,은평구,114389,4702,12726,328
2021,2,서울특별시,종로구,41243,3687,5135,195
2021,2,서울특별시,중구,42761,3217,6999,229
2021,2,서울특별시,중랑구,94349,4354,15078,476
2021,2,세종특별자치시,세종시,155636,4345,16711,527
2021,2,울산광역시,남구,137601,3759,19776,852
2021,2,울산광역시,동구,56402,1613,4823,139
2021,2,울산광역시,북구,103760,2723,11815,480
2021,2,울산광역시,울주군,102211,3789,23544,1180
2021,2,울산광역시,중구,88837,2596,11437,395
2021,2,인천광역시,강화군,58395,3148,10082,171
2021,2,인천광역시,계양구,282554,7382,24184,690
2021,2,인천광역시,남동구,265283,8368,33126,868
2021,2,인천광역시,동구,20241,1067,5757,374
2021,2,인천광역시,미추홀구,143851,5296,21857,1254
2021,2,인천광역시,부평구,204467,6840,26910,630
2021,2,인천광역시,서구,206022,8512,36162,1032
2021,2,인천광역시,연수구,182954,4512,14715,641
2021,2,인천광역시,옹진군,8012,639,3770,48
2021,2,인천광역시,중구,55309,2687,16881,2052
2021,2,전라남도,강진군,11782,788,7224,115
2021,2,전라남도,고흥군,19234,1356,12317,104
2021,2,전라남도,곡성군,9770,565,5250,102
2021,2,전라남도,광양시,67477,2724,16863,1973
2021,2,전라남도,구례군,9118,558,4195,65
2021,2,전라남도,나주시,48413,2539,16907,516
2021,2,전라남도,담양군,18573,1156,8704,254
2021,2,전라남도,목포시,80880,3711,16004,588
2021,2,전라남도,무안군,34485,1828,11848,209
2021,2,전라남도,보성군,35733,1390,8099,110
2021,2,전라남도,순천시,115939,4431,24469,1155
2021,2,전라남도,신안군,60128,2056,9140,169
2021,2,전라남도,여수시,108890,4630,24781,1128
2021,2,전라남도,영광군,19159,1004,8418,109
2021,2,전라남도,영암군,29620,1502,11282,277
2021,2,전라남도,완도군,15473,966,9692,103
2021,2,전라남도,장성군,18242,943,8653,185
2021,2,전라남도,장흥군,12652,746,7236,84
2021,2,전라남도,진도군,10469,686,6240,56
2021,2,전라남도,함평군,38188,1292,6486,77
2021,2,전라남도,해남군,31562,2120,15135,126
2021,2,전라남도,화순군,23818,2306,8543,236
2021,2,전라북도,고창군,19078,1497,10688,121
2021,2,전라북도,군산시,110279,4227,21791,901
2021,2,전라북도,김제시,31447,1811,14056,304
2021,2,전라북도,남원시,30826,1709,12840,206
2021,2,전라북도,무주군,8250,587,4572,67
2021,2,전라북도,부안군,18290,1112,8799,123
2021,2,전라북도,순창군,9352,517,5046,58
2021,2,전라북도,완주군,38365,2297,13923,307
2021,2,전라북도,익산시,109402,5240,27134,615
2021,2,전라북도,임실군,9102,588,5069,68
2021,2,전라북도,장수군,7508,451,4537,57
2021,2,전라북도,전주시,285900,9742,39017,1154
2021,2,전라북도,정읍시,40416,2071,15462,284
2021,2,전라북도,진안군,8858,590,4974,59
2021,2,제주특별자치도,서귀포시,74164,3567,28422,358
2021,2,제주특별자치도,제주시,445179,15156,53521,1071
2021,2,충청남도,계룡시,19798,841,2313,63
2021,2,충청남도,공주시,41106,2322,13327,248
2021,2,충청남도,금산군,20276,1478,9117,121
2021,2,충청남도,논산시,44253,2788,16468,203
2021,2,충청남도,당진시,74948,3104,20149,1088
2021,2,충청남도,보령시,38682,1790,13133,285
2021,2,충청남도,부여군,22475,1614,11556,126
2021,2,충청남도,서산시,74794,3363,19915,608
2021,2,충청남도,서천군,18921,960,8105,148
2021,2,충청남도,아산시,142650,6015,25648,714
2021,2,충청남도,예산군,30721,1894,11971,220
2021,2,충청남도,천안시,282143,11282,43259,1181
2021,2,충청남도,청양군,10695,653,6517,134
2021,2,충청남도,태안군,23240,1255,10394,145
2021,2,충청남도,홍성군,39455,1883,12984,335
2021,2,충청북도,괴산군,14569,907,8060,83
2021,2,충청북도,단양군,10447,637,5340,273
2021,2,충청북도,보은군,11547,794,6856,135
2021,2,충청북도,영동군,16433,927,8179,94
2021,2,충청북도,옥천군,18961,1042,8198,141
2021,2,충청북도,음성군,43104,2527,14578,286
2021,2,충청북도,제천시,52232,2223,15216,1030
2021,2,충청북도,증평군,15580,679,3700,99
2021,2,충청북도,진천군,39522,1793,9784,211
2021,2,충청북도,청원군,9,3,8,0
2021,2,충청북도,청주시,363588,13946,57971,1777
2021,2,충청북도,충주시,90830,3851,21503,576
2021,3,강원특별자치도,강릉시,89793,3695,19159,632
2021,3,강원특별자치도,고성군,10287,587,3858,63
2021,3,강원특별자치도,동해시,37710,1689,7388,303
2021,3,강원특별자치도,삼척시,25315,1157,6969,107
2021,3,강원특별자치도,속초시,32308,1512,5861,195
2021,3,강원특별자치도,양구군,8501,442,3401,47
2021,3,강원특별자치도,양양군,11647,517,4157,76
2021,3,강원특별자치도,영월군,14477,905,6294,119
2021,3,강원특별자치도,원주시,147248,5808,28137,690
2021,3,강원특별자치도,인제군,13190,648,5015,89
2021,3,강원특별자치도,정선군,14150,833,6474,103
2021,3,강원특별자치도,철원군,16585,953,7122,80
2021,3,강원특별자치도,춘천시,114115,4538,21055,693
2021,3,강원특별자치도,태백시,16280,937,3564,124
2021,3,강원특별자치도,평창군,16721,974,8573,97
2021,3,강원특별자치도,홍천군,26564,1833,12004,191
2021,3,강원특별자치도,화천군,9522,479,3339,68
2021,3,강원특별자치도,횡성군,18145,1062,8415,125
2021,3,경기도,가평군,23446,1538,6671,140
2021,3,경기도,고양시,375190,12331,47265,1103
2021,3,경기도,과천시,23476,715,2169,59
2021,3,경기도,광명시,87504,3526,12889,269
2021,3,경기도,광주시,157365,8517,33799,773
2021,3,경기도,구리시,60762,2331,10078,261
2021,3,경기도,군포시,86742,2798,13366,439
2021,3,경기도,김포시,190964,7721,32697,1158
2021,3,경기도,남양주시,249329,10016,47147,1032
2021,3,경기도,동두천시,31707,1586,6045,127
2021,3,경기도,부천시,253847,10964,40873,936
2021,3,경기도,성남시,304852,10131,30527,986
2021,3,경기도,수원시,460653,17517,49133,1639
2021,3,경기도,시흥시,205662,7746,41714,741
2021,3,경기도,안산시,250767,12556,47039,1186
2021,3,경기도,안성시,82586,3983,21744,1097
2021,3,경기도,안양시,179439,7195,23907,536
2021,3,경기도,양주시,87996,4553,19451,455
2021,3,경기도,양평군,47239,2702,12427,240
2021,3,경기도,여주시,47798,3012,19444,612
2021,3,경기도,연천군,16978,1022,10793,624
2021,3,경기도,오산시,94741,3861,12055,300
2021,3,경기도,용인시,421085,13205,46306,1488
2021,3,경기도,의왕시,57160,1800,8127,421
2021,3,경기도,의정부시,141406,6089,20395,583
2021,3,경기도,이천시,92442,4406,21754,769
2021,3,경기도,파주시,182702,8717,33624,596
2021,3,경기도,평택시,246156,10281,40090,1384
2021,3,경기도,포천시,68075,4099,22701,613
2021,3,경기도,하남시,106818,3340,17224,339
2021,3,경기도,화성시,381210,14121,63537,1487
2021,3,경상남도,거제시,92237,3914,12382,355
2021,3,경상남도,거창군,22767,1178,9327,240
2021,3,경상남도,고성군,18664,985,7365,150
2021,3,경상남도,김해시,229674,7976,44123,1033
2021,3,경상남도,남해군,13391,778,6347,77
2021,3,경상남도,밀양시,41178,1872,16378,762
2021,3,경상남도,사천시,44785,1966,11143,253
2021,3,경상남도,산청군,12685,698,7516,261
2021,3,경상남도,양산시,139842,5669,28689,2044
2021,3,경상남도,의령군,9722,543,5031,134
2021,3,경상남도,진주시,137186,5103,29058,728
2021,3,경상남도,창녕군,24547,1342,10481,175
2021,3,경상남도,창원시,526580,15015,63004,1812
2021,3,경상남도,통영시,42320,2282,9248,179
2021,3,경상남도,하동군,15837,726,7901,128
2021,3,경상남도,함안군,49145,1626,10594,418
2021,3,경상남도,함양군,12789,706,6570,87
2021,3,경상남도,합천군,14878,792,8432,113
2021,3,경상북도,경산시,112531,3910,25135,642
2021,3,경상북도,경주시,113674,4874,27794,718
2021,3,경상북도,고령군,13557,797,6988,105
2021,3,경상북도,구미시,183984,6823,29390,788
2021,3,경상북도,군위군,9331,506,5450,100
2021,3,경상북도,김천시,55703,2585,18290,288
2021,3,경상북도,문경시,26342,1537,10292,161
2021,3,경상북도,봉화군,10771,560,6985,71
2021,3,경상북도,상주시,35197,2093,18056,291
2021,3,경상북도,성주군,19124,947,11886,253
2021,3,경상북도,안동시,62105,2843,20612,444
2021,3,경상북도,영덕군,12515,772,6208,67
2021,3,경상북도,영양군,5784,359,3785,29
2021,3,경상북도,영주시,39836,2016,15482,325
2021,3,경상북도,영천시,42770,2198,17533,504
2021,3,경상북도,예천군,21285,928,8424,132
2021,3,경상북도,울릉군,3973,441,1402,24
2021,3,경상북도,울진군,19158,836,6632,129
2021,3,경상북도,의성군,18324,1072,12677,190
2021,3,경상북도,청도군,16796,773,8295,151
2021,3,경상북도,청송군,9509,567,5970,65
2021,3,경상북도,칠곡군,54215,2565,13930,389
