year,month,sido,gugun,age_group,population
2021,1,강원특별자치도,인제군,30-39세,3870
2021,1,강원특별자치도,인제군,40-49세,3999
2021,1,강원특별자치도,인제군,50-59세,5237
2021,1,강원특별자치도,인제군,60세이상,9702
2021,1,강원특별자치도,정선군,18-29세,3410
2021,1,강원특별자치도,정선군,30-39세,3059
2021,1,강원특별자치도,정선군,40-49세,4933
2021,1,강원특별자치도,정선군,50-59세,6975
2021,1,강원특별자치도,정선군,60세이상,14771
2021,1,강원특별자치도,철원군,18-29세,6717
2021,1,강원특별자치도,철원군,30-39세,4668
2021,1,강원특별자치도,철원군,40-49세,5661
2021,1,강원특별자치도,철원군,50-59세,7176
2021,1,강원특별자치도,철원군,60세이상,14138
2021,1,강원특별자치도,춘천시,18-29세,43389
2021,1,강원특별자치도,춘천시,30-39세,34164
2021,1,강원특별자치도,춘천시,40-49세,42433
2021,1,강원특별자치도,춘천시,50-59세,46940
2021,1,강원특별자치도,춘천시,60세이상,73467
2021,1,강원특별자치도,태백시,18-29세,4540
2021,1,강원특별자치도,태백시,30-39세,3743
2021,1,강원특별자치도,태백시,40-49세,6391
2021,1,강원특별자치도,태백시,50-59세,7345
2021,1,강원특별자치도,태백시,60세이상,15111
2021,1,강원특별자치도,평창군,18-29세,4056
2021,1,강원특별자치도,평창군,30-39세,3076
2021,1,강원특별자치도,평창군,40-49세,5312
2021,1,강원특별자치도,평창군,50-59세,8019
2021,1,강원특별자치도,평창군,60세이상,17059
2021,1,강원특별자치도,홍천군,18-29세,8051
2021,1,강원특별자치도,홍천군,30-39세,6063
2021,1,강원특별자치도,홍천군,40-49세,8274
2021,1,강원특별자치도,홍천군,50-59세,12695
2021,1,강원특별자치도,홍천군,60세이상,26350
2021,1,강원특별자치도,화천군,18-29세,4279
2021,1,강원특별자치도,화천군,30-39세,2844
2021,1,강원특별자치도,화천군,40-49세,2714
2021,1,강원특별자치도,화천군,50-59세,3885
2021,1,강원특별자치도,화천군,60세이상,7878
2021,1,강원특별자치도,횡성군,18-29세,4566
2021,1,강원특별자치도,횡성군,30-39세,3430
2021,1,강원특별자치도,횡성군,40-49세,5111
2021,1,강원특별자치도,횡성군,50-59세,8714
2021,1,강원특별자치도,횡성군,60세이상,19771
2021,1,경기도,가평군,18-29세,7315
2021,1,경기도,가평군,30-39세,5709
2021,1,경기도,가평군,40-49세,7896
2021,1,경기도,가평군,50-59세,11352
2021,1,경기도,가평군,60세이상,23277
2021,1,경기도,고양시,18-29세,174171
2021,1,경기도,고양시,30-39세,143262
2021,1,경기도,고양시,40-49세,182175
2021,1,경기도,고양시,50-59세,194901
2021,1,경기도,고양시,60세이상,223318
2021,1,경기도,과천시,18-29세,10299
2021,1,경기도,과천시,30-39세,8987
2021,1,경기도,과천시,40-49세,9758
2021,1,경기도,과천시,50-59세,11280
2021,1,경기도,과천시,60세이상,13887
2021,1,경기도,광명시,18-29세,44591
2021,1,경기도,광명시,30-39세,40935
2021,1,경기도,광명시,40-49세,51316
2021,1,경기도,광명시,50-59세,49599
2021,1,경기도,광명시,60세이상,64333
2021,1,경기도,광주시,18-29세,52179
2021,1,경기도,광주시,30-39세,57679
2021,1,경기도,광주시,40-49세,66904
2021,1,경기도,광주시,50-59세,63681
2021,1,경기도,광주시,60세이상,80533
2021,1,경기도,구리시,18-29세,31239
2021,1,경기도,구리시,30-39세,26228
2021,1,경기도,구리시,40-49세,32722
2021,1,경기도,구리시,50-59세,35771
2021,1,경기도,구리시,60세이상,42115
2021,1,경기도,군포시,18-29세,44144
2021,1,경기도,군포시,30-39세,38131
2021,1,경기도,군포시,40-49세,44321
2021,1,경기도,군포시,50-59세,48122
2021,1,경기도,군포시,60세이상,57771
2021,1,경기도,김포시,18-29세,61009
2021,1,경기도,김포시,30-39세,76728
2021,1,경기도,김포시,40-49세,89210
2021,1,경기도,김포시,50-59세,67232
2021,1,경기도,김포시,60세이상,88147
2021,1,경기도,남양주시,18-29세,100652
2021,1,경기도,남양주시,30-39세,89274
2021,1,경기도,남양주시,40-49세,130410
2021,1,경기도,남양주시,50-59세,117419
2021,1,경기도,남양주시,60세이상,150545
2021,1,경기도,동두천시,18-29세,13129
2021,1,경기도,동두천시,30-39세,10177
2021,1,경기도,동두천시,40-49세,14316
2021,1,경기도,동두천시,50-59세,16520
2021,1,경기도,동두천시,60세이상,27294
2021,1,경기도,부천시,18-29세,133042
2021,1,경기도,부천시,30-39세,115524
2021,1,경기도,부천시,40-49세,128827
2021,1,경기도,부천시,50-59세,147397
2021,1,경기도,부천시,60세이상,181840
2021,1,경기도,성남시,18-29세,150971
2021,1,경기도,성남시,30-39세,136762
2021,1,경기도,성남시,40-49세,156911
2021,1,경기도,성남시,50-59세,155826
2021,1,경기도,성남시,60세이상,202339
2021,1,경기도,수원시,18-29세,212243
2021,1,경기도,수원시,30-39세,178182
2021,1,경기도,수원시,40-49세,202513
2021,1,경기도,수원시,50-59세,196509
2021,1,경기도,수원시,60세이상,207820
2021,1,경기도,시흥시,18-29세,80484
2021,1,경기도,시흥시,30-39세,78212
2021,1,경기도,시흥시,40-49세,91425
2021,1,경기도,시흥시,50-59세,88019
2021,1,경기도,시흥시,60세이상,78148
2021,1,경기도,안산시,18-29세,122295
2021,1,경기도,안산시,30-39세,85788
2021,1,경기도,안산시,40-49세,108102
2021,1,경기도,안산시,50-59세,127904
2021,1,경기도,안산시,60세이상,119118
2021,1,경기도,안성시,18-29세,26539
2021,1,경기도,안성시,30-39세,23084
2021,1,경기도,안성시,40-49세,30208
2021,1,경기도,안성시,50-59세,31458
2021,1,경기도,안성시,60세이상,48016
2021,1,경기도,안양시,18-29세,89202
2021,1,경기도,안양시,30-39세,76355
2021,1,경기도,안양시,40-49세,87497
2021,1,경기도,안양시,50-59세,97454
2021,1,경기도,안양시,60세이상,119750
2021,1,경기도,양주시,18-29세,32474
2021,1,경기도,양주시,30-39세,28151
2021,1,경기도,양주시,40-49세,39558
2021,1,경기도,양주시,50-59세,38204
2021,1,경기도,양주시,60세이상,53746
2021,1,경기도,양평군,18-29세,12582
2021,1,경기도,양평군,30-39세,10782
2021,1,경기도,양평군,40-49세,16304
2021,1,경기도,양평군,50-59세,20819
2021,1,경기도,양평군,60세이상,43559
2021,1,경기도,여주시,18-29세,14349
2021,1,경기도,여주시,30-39세,11496
2021,1,경기도,여주시,40-49세,16033
2021,1,경기도,여주시,50-59세,20132
2021,1,경기도,여주시,60세이상,35234
2021,1,경기도,연천군,18-29세,6105
2021,1,경기도,연천군,30-39세,4243
2021,1,경기도,연천군,40-49세,4954
2021,1,경기도,연천군,50-59세,7106
2021,1,경기도,연천군,60세이상,15920
2021,1,경기도,오산시,18-29세,36237
2021,1,경기도,오산시,30-39세,38825
2021,1,경기도,오산시,40-49세,43380
2021,1,경기도,오산시,50-59세,33399
2021,1,경기도,오산시,60세이상,34562
2021,1,경기도,용인시,18-29세,162223
2021,1,경기도,용인시,30-39세,144750
2021,1,경기도,용인시,40-49세,199921
2021,1,경기도,용인시,50-59세,165706
2021,1,경기도,용인시,60세이상,205522
2021,1,경기도,의왕시,18-29세,26870
2021,1,경기도,의왕시,30-39세,22826
2021,1,경기도,의왕시,40-49세,24587
2021,1,경기도,의왕시,50-59세,29389
2021,1,경기도,의왕시,60세이상,35750
2021,1,경기도,의정부시,18-29세,74547
2021,1,경기도,의정부시,30-39세,60085
2021,1,경기도,의정부시,40-49세,74819
2021,1,경기도,의정부시,50-59세,80522
2021,1,경기도,의정부시,60세이상,105612
2021,1,경기도,이천시,18-29세,35024
2021,1,경기도,이천시,30-39세,30540
2021,1,경기도,이천시,40-49세,34713
2021,1,경기도,이천시,50-59세,35314
2021,1,경기도,이천시,60세이상,47096
2021,1,경기도,파주시,18-29세,66633
2021,1,경기도,파주시,30-39세,66931
2021,1,경기도,파주시,40-49세,80805
2021,1,경기도,파주시,50-59세,73232
2021,1,경기도,파주시,60세이상,95366
2021,1,경기도,평택시,18-29세,85171
2021,1,경기도,평택시,30-39세,81379
2021,1,경기도,평택시,40-49세,94298
2021,1,경기도,평택시,50-59세,87462
2021,1,경기도,평택시,60세이상,101043
2021,1,경기도,포천시,18-29세,20801
2021,1,경기도,포천시,30-39세,14559
2021,1,경기도,포천시,40-49세,20425
2021,1,경기도,포천시,50-59세,29147
2021,1,경기도,포천시,60세이상,44717
2021,1,경기도,하남시,18-29세,41393
2021,1,경기도,하남시,30-39세,50171
2021,1,경기도,하남시,40-49세,51912
2021,1,경기도,하남시,50-59세,42254
2021,1,경기도,하남시,60세이상,58611
2021,1,경기도,화성시,18-29세,121856
2021,1,경기도,화성시,30-39세,150827
2021,1,경기도,화성시,40-49세,164718
2021,1,경기도,화성시,50-59세,116070
2021,1,경기도,화성시,60세이상,119939
2021,1,경상남도,거제시,18-29세,29880
2021,1,경상남도,거제시,30-39세,36340
2021,1,경상남도,거제시,40-49세,47650
2021,1,경상남도,거제시,50-59세,39273
2021,1,경상남도,거제시,60세이상,43539
2021,1,경상남도,거창군,18-29세,7168
2021,1,경상남도,거창군,30-39세,4986
2021,1,경상남도,거창군,40-49세,7715
2021,1,경상남도,거창군,50-59세,10552
2021,1,경상남도,거창군,60세이상,22825
2021,1,경상남도,고성군,18-29세,4773
2021,1,경상남도,고성군,30-39세,3826
2021,1,경상남도,고성군,40-49세,6333
2021,1,경상남도,고성군,50-59세,9136
2021,1,경상남도,고성군,60세이상,21470
2021,1,경상남도,김해시,18-29세,82061
2021,1,경상남도,김해시,30-39세,69258
2021,1,경상남도,김해시,40-49세,98308
2021,1,경상남도,김해시,50-59세,97182
2021,1,경상남도,김해시,60세이상,98489
2021,1,경상남도,남해군,18-29세,3986
2021,1,경상남도,남해군,30-39세,2447
2021,1,경상남도,남해군,40-49세,4577
2021,1,경상남도,남해군,50-59세,7297
2021,1,경상남도,남해군,60세이상,20763
2021,1,경상남도,밀양시,18-29세,10909
2021,1,경상남도,밀양시,30-39세,8850
2021,1,경상남도,밀양시,40-49세,12891
2021,1,경상남도,밀양시,50-59세,18717
2021,1,경상남도,밀양시,60세이상,41703
2021,1,경상남도,사천시,18-29세,12856
2021,1,경상남도,사천시,30-39세,11805
2021,1,경상남도,사천시,40-49세,17716
2021,1,경상남도,사천시,50-59세,18452
2021,1,경상남도,사천시,60세이상,33929
2021,1,경상남도,산청군,18-29세,2928
2021,1,경상남도,산청군,30-39세,2116
2021,1,경상남도,산청군,40-49세,3486
2021,1,경상남도,산청군,50-59세,6504
2021,1,경상남도,산청군,60세이상,16864
2021,1,경상남도,양산시,18-29세,47703
2021,1,경상남도,양산시,30-39세,48928
2021,1,경상남도,양산시,40-49세,60913
2021,1,경상남도,양산시,50-59세,58703
2021,1,경상남도,양산시,60세이상,74441
2021,1,경상남도,의령군,18-29세,2394
2021,1,경상남도,의령군,30-39세,1736
2021,1,경상남도,의령군,40-49세,2869
2021,1,경상남도,의령군,50-59세,4622
2021,1,경상남도,의령군,60세이상,12949
2021,1,경상남도,진주시,18-29세,52715
2021,1,경상남도,진주시,30-39세,41577
2021,1,경상남도,진주시,40-49세,54211
2021,1,경상남도,진주시,50-59세,57681
2021,1,경상남도,진주시,60세이상,86105
2021,1,경상남도,창녕군,18-29세,5803
2021,1,경상남도,창녕군,30-39세,5095
2021,1,경상남도,창녕군,40-49세,7061
2021,1,경상남도,창녕군,50-59세,10861
2021,1,경상남도,창녕군,60세이상,25986
2021,1,경상남도,창원시,18-29세,151243
2021,1,경상남도,창원시,30-39세,133525
2021,1,경상남도,창원시,40-49세,167596
2021,1,경상남도,창원시,50-59세,186213
2021,1,경상남도,창원시,60세이상,236776
2021,1,경상남도,통영시,18-29세,13772
2021,1,경상남도,통영시,30-39세,13686
2021,1,경상남도,통영시,40-49세,21305
2021,1,경상남도,통영시,50-59세,22386
2021,1,경상남도,통영시,60세이상,37144
2021,1,경상남도,하동군,18-29세,4097
2021,1,경상남도,하동군,30-39세,2751
2021,1,경상남도,하동군,40-49세,4939
2021,1,경상남도,하동군,50-59세,8394
2021,1,경상남도,하동군,60세이상,20490
2021,1,경상남도,함안군,18-29세,6694
2021,1,경상남도,함안군,30-39세,5535
2021,1,경상남도,함안군,40-49세,9354
2021,1,경상남도,함안군,50-59세,11210
2021,1,경상남도,함안군,60세이상,22470
2021,1,경상남도,함양군,18-29세,3749
2021,1,경상남도,함양군,30-39세,2615
2021,1,경상남도,함양군,40-49세,4356
2021,1,경상남도,함양군,50-59세,6888
2021,1,경상남도,함양군,60세이상,17327
2021,1,경상남도,합천군,18-29세,3617
2021,1,경상남도,합천군,30-39세,2527
2021,1,경상남도,합천군,40-49세,4251
2021,1,경상남도,합천군,50-59세,7630
2021,1,경상남도,합천군,60세이상,22420
2021,1,경상북도,경산시,18-29세,41427
2021,1,경상북도,경산시,30-39세,33146
2021,1,경상북도,경산시,40-49세,41517
2021,1,경상북도,경산시,50-59세,45038
2021,1,경상북도,경산시,60세이상,65214
2021,1,경상북도,경주시,18-29세,31563
2021,1,경상북도,경주시,30-39세,25322
2021,1,경상북도,경주시,40-49세,36596
2021,1,경상북도,경주시,50-59세,46852
2021,1,경상북도,경주시,60세이상,80964
2021,1,경상북도,고령군,18-29세,2988
2021,1,경상북도,고령군,30-39세,2240
2021,1,경상북도,고령군,40-49세,3801
2021,1,경상북도,고령군,50-59세,5918
2021,1,경상북도,고령군,60세이상,13409
2021,1,경상북도,구미시,18-29세,66003
2021,1,경상북도,구미시,30-39세,65378
2021,1,경상북도,구미시,40-49세,73053
2021,1,경상북도,구미시,50-59세,69826
2021,1,경상북도,구미시,60세이상,65304
2021,1,경상북도,김천시,18-29세,17228
2021,1,경상북도,김천시,30-39세,15107
2021,1,경상북도,김천시,40-49세,19331
2021,1,경상북도,김천시,50-59세,23878
2021,1,경상북도,김천시,60세이상,45004
2021,1,경상북도,문경시,18-29세,7501
2021,1,경상북도,문경시,30-39세,5634
2021,1,경상북도,문경시,40-49세,8663
2021,1,경상북도,문경시,50-59세,11940
2021,1,경상북도,문경시,60세이상,29049
2021,1,경상북도,봉화군,18-29세,2434
2021,1,경상북도,봉화군,30-39세,1911
2021,1,경상북도,봉화군,40-49세,3206
2021,1,경상북도,봉화군,50-59세,5746
2021,1,경상북도,봉화군,60세이상,15335
2021,1,경상북도,상주시,18-29세,9780
2021,1,경상북도,상주시,30-39세,7430
2021,1,경상북도,상주시,40-49세,11477
2021,1,경상북도,상주시,50-59세,16668
2021,1,경상북도,상주시,60세이상,40809
2021,1,경상북도,성주군,18-29세,4028
2021,1,경상북도,성주군,30-39세,3279
2021,1,경상북도,성주군,40-49세,4733
2021,1,경상북도,성주군,50-59세,8459
2021,1,경상북도,성주군,60세이상,19222
2021,1,경상북도,안동시,18-29세,19811
2021,1,경상북도,안동시,30-39세,15400
2021,1,경상북도,안동시,40-49세,22224
2021,1,경상북도,안동시,50-59세,26412
2021,1,경상북도,안동시,60세이상,53683
2021,1,경상북도,영덕군,18-29세,2890
2021,1,경상북도,영덕군,30-39세,2399
2021,1,경상북도,영덕군,40-49세,3850
2021,1,경상북도,영덕군,50-59세,6145
2021,1,경상북도,영덕군,60세이상,17694
2021,1,경상북도,영양군,18-29세,1372
2021,1,경상북도,영양군,30-39세,1021
2021,1,경상북도,영양군,40-49세,1708
2021,1,경상북도,영양군,50-59세,2961
2021,1,경상북도,영양군,60세이상,8138
2021,1,경상북도,영주시,18-29세,11631
2021,1,경상북도,영주시,30-39세,8444
2021,1,경상북도,영주시,40-49세,13876
2021,1,경상북도,영주시,50-59세,17887
2021,1,경상북도,영주시,60세이상,38312
2021,1,경상북도,영천시,18-29세,11557
2021,1,경상북도,영천시,30-39세,9387
2021,1,경상북도,영천시,40-49세,12607
2021,1,경상북도,영천시,50-59세,18213
2021,1,경상북도,영천시,60세이상,39226
2021,1,경상북도,예천군,18-29세,4970
2021,1,경상북도,예천군,30-39세,5462
2021,1,경상북도,예천군,40-49세,7109
2021,1,경상북도,예천군,50-59세,8067
2021,1,경상북도,예천군,60세이상,21958
2021,1,경상북도,울릉군,18-29세,931
2021,1,경상북도,울릉군,30-39세,845
2021,1,경상북도,울릉군,40-49세,1287
2021,1,경상북도,울릉군,50-59세,1830
2021,1,경상북도,울릉군,60세이상,3405
2021,1,경상북도,울진군,18-29세,5371
2021,1,경상북도,울진군,30-39세,4293
2021,1,경상북도,울진군,40-49세,6231
2021,1,경상북도,울진군,50-59세,8602
2021,1,경상북도,울진군,60세이상,18427
2021,1,경상북도,의성군,18-29세,3661
2021,1,경상북도,의성군,30-39세,3208
2021,1,경상북도,의성군,40-49세,4683
2021,1,경상북도,의성군,50-59세,8657
2021,1,경상북도,의성군,60세이상,27764
2021,1,경상북도,청도군,18-29세,3349
2021,1,경상북도,청도군,30-39세,2750
2021,1,경상북도,청도군,40-49세,4445
2021,1,경상북도,청도군,50-59세,7258
2021,1,경상북도,청도군,60세이상,21171
2021,1,경상북도,청송군,18-29세,1962
2021,1,경상북도,청송군,30-39세,1686
2021,1,경상북도,청송군,40-49세,2370
2021,1,경상북도,청송군,50-59세,4715
2021,1,경상북도,청송군,60세이상,12397
2021,1,경상북도,칠곡군,18-29세,14479
2021,1,경상북도,칠곡군,30-39세,14778
2021,1,경상북도,칠곡군,40-49세,20646
2021,1,경상북도,칠곡군,50-59세,19673
2021,1,경상북도,칠곡군,60세이상,26653
2021,1,경상북도,포항시,18-29세,66386
2021,1,경상북도,포항시,30-39세,59250
2021,1,경상북도,포항시,40-49세,77034
2021,1,경상북도,포항시,50-59세,89959
2021,1,경상북도,포항시,60세이상,134017
2021,1,광주광역시,광산구,18-29세,69737
2021,1,광주광역시,광산구,30-39세,54463
2021,1,광주광역시,광산구,40-49세,76416
2021,1,광주광역시,광산구,50-59세,64037
2021,1,광주광역시,광산구,60세이상,59670
2021,1,광주광역시,남구,18-29세,32850
2021,1,광주광역시,남구,30-39세,25492
2021,1,광주광역시,남구,40-49세,34066
2021,1,광주광역시,남구,50-59세,32914
2021,1,광주광역시,남구,60세이상,54177
2021,1,광주광역시,동구,18-29세,16677
2021,1,광주광역시,동구,30-39세,13384
2021,1,광주광역시,동구,40-49세,13960
2021,1,광주광역시,동구,50-59세,15664
2021,1,광주광역시,동구,60세이상,30565
2021,1,광주광역시,북구,18-29세,72242
2021,1,광주광역시,북구,30-39세,55559
2021,1,광주광역시,북구,40-49세,67434
2021,1,광주광역시,북구,50-59세,71885
2021,1,광주광역시,북구,60세이상,97102
2021,1,광주광역시,서구,18-29세,52749
2021,1,광주광역시,서구,30-39세,36477
2021,1,광주광역시,서구,40-49세,48614
2021,1,광주광역시,서구,50-59세,49538
2021,1,광주광역시,서구,60세이상,63174
2021,1,대구광역시,군위군,18-29세,1735
2021,1,대구광역시,군위군,30-39세,1304
2021,1,대구광역시,군위군,40-49세,2138
2021,1,대구광역시,군위군,50-59세,4280
2021,1,대구광역시,군위군,60세이상,12362
2021,1,대구광역시,남구,18-29세,22703
2021,1,대구광역시,남구,30-39세,17114
2021,1,대구광역시,남구,40-49세,20276
2021,1,대구광역시,남구,50-59세,24919
2021,1,대구광역시,남구,60세이상,47589
2021,1,대구광역시,달서구,18-29세,91637
2021,1,대구광역시,달서구,30-39세,66165
2021,1,대구광역시,달서구,40-49세,89075
2021,1,대구광역시,달서구,50-59세,103441
2021,1,대구광역시,달서구,60세이상,124958
2021,1,대구광역시,달성군,18-29세,33558
2021,1,대구광역시,달성군,30-39세,41549
2021,1,대구광역시,달성군,40-49세,43631
2021,1,대구광역시,달성군,50-59세,40859
2021,1,대구광역시,달성군,60세이상,51398
2021,1,대구광역시,동구,18-29세,47450
2021,1,대구광역시,동구,30-39세,43647
2021,1,대구광역시,동구,40-49세,51254
2021,1,대구광역시,동구,50-59세,56873
2021,1,대구광역시,동구,60세이상,96729
2021,1,대구광역시,북구,18-29세,72094
2021,1,대구광역시,북구,30-39세,53822
2021,1,대구광역시,북구,40-49세,72340
2021,1,대구광역시,북구,50-59세,78296
2021,1,대구광역시,북구,60세이상,96547
2021,1,대구광역시,서구,18-29세,24408
2021,1,대구광역시,서구,30-39세,17366
2021,1,대구광역시,서구,40-49세,22717
2021,1,대구광역시,서구,50-59세,34135
2021,1,대구광역시,서구,60세이상,56277
2021,1,대구광역시,수성구,18-29세,66542
2021,1,대구광역시,수성구,30-39세,42710
2021,1,대구광역시,수성구,40-49세,72704
2021,1,대구광역시,수성구,50-59세,75094
2021,1,대구광역시,수성구,60세이상,97283
2021,1,대구광역시,중구,18-29세,13065
2021,1,대구광역시,중구,30-39세,10744
2021,1,대구광역시,중구,40-49세,10728
2021,1,대구광역시,중구,50-59세,11272
2021,1,대구광역시,중구,60세이상,21639
2021,1,대전광역시,대덕구,18-29세,28497
2021,1,대전광역시,대덕구,30-39세,20117
2021,1,대전광역시,대덕구,40-49세,27160
2021,1,대전광역시,대덕구,50-59세,33617
2021,1,대전광역시,대덕구,60세이상,42984
2021,1,대전광역시,동구,18-29세,34759
2021,1,대전광역시,동구,30-39세,26005
2021,1,대전광역시,동구,40-49세,34143
2021,1,대전광역시,동구,50-59세,36796
2021,1,대전광역시,동구,60세이상,61686
2021,1,대전광역시,서구,18-29세,84897
2021,1,대전광역시,서구,30-39세,65733
2021,1,대전광역시,서구,40-49세,78243
2021,1,대전광역시,서구,50-59세,77563
2021,1,대전광역시,서구,60세이상,94564
2021,1,대전광역시,유성구,18-29세,60544
2021,1,대전광역시,유성구,30-39세,55991
2021,1,대전광역시,유성구,40-49세,60403
2021,1,대전광역시,유성구,50-59세,53935
2021,1,대전광역시,유성구,60세이상,55047
2021,1,대전광역시,중구,18-29세,35890
2021,1,대전광역시,중구,30-39세,25984
2021,1,대전광역시,중구,40-49세,36730
2021,1,대전광역시,중구,50-59세,39557
2021,1,대전광역시,중구,60세이상,65156
2021,1,부산광역시,강서구,18-29세,14089
2021,1,부산광역시,강서구,30-39세,27338
2021,1,부산광역시,강서구,40-49세,23930
2021,1,부산광역시,강서구,50-59세,16967
2021,1,부산광역시,강서구,60세이상,26100
2021,1,부산광역시,금정구,18-29세,37289
2021,1,부산광역시,금정구,30-39세,25055
2021,1,부산광역시,금정구,40-49세,32059
2021,1,부산광역시,금정구,50-59세,40419
2021,1,부산광역시,금정구,60세이상,70839
2021,1,부산광역시,기장군,18-29세,20324
2021,1,부산광역시,기장군,30-39세,24958
2021,1,부산광역시,기장군,40-49세,32391
2021,1,부산광역시,기장군,50-59세,24239
2021,1,부산광역시,기장군,60세이상,40065
2021,1,부산광역시,남구,18-29세,40162
2021,1,부산광역시,남구,30-39세,30044
2021,1,부산광역시,남구,40-49세,41800
2021,1,부산광역시,남구,50-59세,42784
2021,1,부산광역시,남구,60세이상,76803
2021,1,부산광역시,동구,18-29세,11781
2021,1,부산광역시,동구,30-39세,10400
2021,1,부산광역시,동구,40-49세,11889
2021,1,부산광역시,동구,50-59세,14666
2021,1,부산광역시,동구,60세이상,32233
2021,1,부산광역시,동래구,18-29세,37870
2021,1,부산광역시,동래구,30-39세,32963
2021,1,부산광역시,동래구,40-49세,43145
2021,1,부산광역시,동래구,50-59세,44329
2021,1,부산광역시,동래구,60세이상,73159
2021,1,부산광역시,부산진구,18-29세,58717
2021,1,부산광역시,부산진구,30-39세,48123
2021,1,부산광역시,부산진구,40-49세,51552
2021,1,부산광역시,부산진구,50-59세,58457
2021,1,부산광역시,부산진구,60세이상,102939
2021,1,부산광역시,북구,18-29세,42859
2021,1,부산광역시,북구,30-39세,33415
2021,1,부산광역시,북구,40-49세,40307
2021,1,부산광역시,북구,50-59세,53738
2021,1,부산광역시,북구,60세이상,76607
2021,1,부산광역시,사상구,18-29세,32411
2021,1,부산광역시,사상구,30-39세,25081
2021,1,부산광역시,사상구,40-49세,29277
2021,1,부산광역시,사상구,50-59세,40984
2021,1,부산광역시,사상구,60세이상,60815
2021,1,부산광역시,사하구,18-29세,45623
2021,1,부산광역시,사하구,30-39세,36717
2021,1,부산광역시,사하구,40-49세,45850
2021,1,부산광역시,사하구,50-59세,54678
2021,1,부산광역시,사하구,60세이상,89124
2021,1,부산광역시,서구,18-29세,15178
2021,1,부산광역시,서구,30-39세,11123
2021,1,부산광역시,서구,40-49세,14695
2021,1,부산광역시,서구,50-59세,17924
2021,1,부산광역시,서구,60세이상,37901
2021,1,부산광역시,수영구,18-29세,27095
2021,1,부산광역시,수영구,30-39세,23809
2021,1,부산광역시,수영구,40-49세,25425
2021,1,부산광역시,수영구,50-59세,27651
2021,1,부산광역시,수영구,60세이상,53468
2021,1,부산광역시,연제구,18-29세,29634
2021,1,부산광역시,연제구,30-39세,27051
2021,1,부산광역시,연제구,40-49세,31827
2021,1,부산광역시,연제구,50-59세,34143
2021,1,부산광역시,연제구,60세이상,58845
2021,1,부산광역시,영도구,18-29세,13684
2021,1,부산광역시,영도구,30-39세,10562
2021,1,부산광역시,영도구,40-49세,15082
2021,1,부산광역시,영도구,50-59세,19444
2021,1,부산광역시,영도구,60세이상,43618
2021,1,부산광역시,중구,18-29세,6245
2021,1,부산광역시,중구,30-39세,4484
2021,1,부산광역시,중구,40-49세,5387
2021,1,부산광역시,중구,50-59세,7051
2021,1,부산광역시,중구,60세이상,15611
2021,1,부산광역시,해운대구,18-29세,57323
2021,1,부산광역시,해운대구,30-39세,46693
2021,1,부산광역시,해운대구,40-49세,65575
2021,1,부산광역시,해운대구,50-59세,70207
2021,1,부산광역시,해운대구,60세이상,103884
