year,month,sido,gugun,age_group,population
2021,6,경기도,연천군,18-29세,5975
2021,6,경기도,연천군,30-39세,4161
2021,6,경기도,연천군,40-49세,4819
2021,6,경기도,연천군,50-59세,6974
2021,6,경기도,연천군,60세이상,16092
2021,6,경기도,오산시,18-29세,36289
2021,6,경기도,오산시,30-39세,38192
2021,6,경기도,오산시,40-49세,43700
2021,6,경기도,오산시,50-59세,33660
2021,6,경기도,오산시,60세이상,35887
2021,6,경기도,용인시,18-29세,163512
2021,6,경기도,용인시,30-39세,142636
2021,6,경기도,용인시,40-49세,198690
2021,6,경기도,용인시,50-59세,167877
2021,6,경기도,용인시,60세이상,210506
2021,6,경기도,의왕시,18-29세,26297
2021,6,경기도,의왕시,30-39세,22530
2021,6,경기도,의왕시,40-49세,24091
2021,6,경기도,의왕시,50-59세,29024
2021,6,경기도,의왕시,60세이상,36529
2021,6,경기도,의정부시,18-29세,74253
2021,6,경기도,의정부시,30-39세,59739
2021,6,경기도,의정부시,40-49세,73819
2021,6,경기도,의정부시,50-59세,80428
2021,6,경기도,의정부시,60세이상,107326
2021,6,경기도,이천시,18-29세,36349
2021,6,경기도,이천시,30-39세,30434
2021,6,경기도,이천시,40-49세,34742
2021,6,경기도,이천시,50-59세,35128
2021,6,경기도,이천시,60세이상,48592
2021,6,경기도,파주시,18-29세,67590
2021,6,경기도,파주시,30-39세,67073
2021,6,경기도,파주시,40-49세,81503
2021,6,경기도,파주시,50-59세,74669
2021,6,경기도,파주시,60세이상,98009
2021,6,경기도,평택시,18-29세,86932
2021,6,경기도,평택시,30-39세,83132
2021,6,경기도,평택시,40-49세,95388
2021,6,경기도,평택시,50-59세,88569
2021,6,경기도,평택시,60세이상,103587
2021,6,경기도,포천시,18-29세,20760
2021,6,경기도,포천시,30-39세,14584
2021,6,경기도,포천시,40-49세,19982
2021,6,경기도,포천시,50-59세,28989
2021,6,경기도,포천시,60세이상,45917
2021,6,경기도,하남시,18-29세,42716
2021,6,경기도,하남시,30-39세,51316
2021,6,경기도,하남시,40-49세,54268
2021,6,경기도,하남시,50-59세,43789
2021,6,경기도,하남시,60세이상,61131
2021,6,경기도,화성시,18-29세,124114
2021,6,경기도,화성시,30-39세,150747
2021,6,경기도,화성시,40-49세,167704
2021,6,경기도,화성시,50-59세,118242
2021,6,경기도,화성시,60세이상,124915
2021,6,경상남도,거제시,18-29세,28913
2021,6,경상남도,거제시,30-39세,34684
2021,6,경상남도,거제시,40-49세,47446
2021,6,경상남도,거제시,50-59세,39362
2021,6,경상남도,거제시,60세이상,44907
2021,6,경상남도,거창군,18-29세,7253
2021,6,경상남도,거창군,30-39세,4871
2021,6,경상남도,거창군,40-49세,7614
2021,6,경상남도,거창군,50-59세,10348
2021,6,경상남도,거창군,60세이상,23267
2021,6,경상남도,고성군,18-29세,4676
2021,6,경상남도,고성군,30-39세,3641
2021,6,경상남도,고성군,40-49세,6185
2021,6,경상남도,고성군,50-59세,8944
2021,6,경상남도,고성군,60세이상,21788
2021,6,경상남도,김해시,18-29세,80736
2021,6,경상남도,김해시,30-39세,67638
2021,6,경상남도,김해시,40-49세,97280
2021,6,경상남도,김해시,50-59세,97437
2021,6,경상남도,김해시,60세이상,101269
2021,6,경상남도,남해군,18-29세,3899
2021,6,경상남도,남해군,30-39세,2382
2021,6,경상남도,남해군,40-49세,4507
2021,6,경상남도,남해군,50-59세,7129
2021,6,경상남도,남해군,60세이상,20992
2021,6,경상남도,밀양시,18-29세,10561
2021,6,경상남도,밀양시,30-39세,8641
2021,6,경상남도,밀양시,40-49세,12819
2021,6,경상남도,밀양시,50-59세,18336
2021,6,경상남도,밀양시,60세이상,42291
2021,6,경상남도,사천시,18-29세,12613
2021,6,경상남도,사천시,30-39세,11447
2021,6,경상남도,사천시,40-49세,17529
2021,6,경상남도,사천시,50-59세,18196
2021,6,경상남도,사천시,60세이상,34604
2021,6,경상남도,산청군,18-29세,2799
2021,6,경상남도,산청군,30-39세,2049
2021,6,경상남도,산청군,40-49세,3393
2021,6,경상남도,산청군,50-59세,6344
2021,6,경상남도,산청군,60세이상,17153
2021,6,경상남도,양산시,18-29세,47020
2021,6,경상남도,양산시,30-39세,48197
2021,6,경상남도,양산시,40-49세,61217
2021,6,경상남도,양산시,50-59세,58769
2021,6,경상남도,양산시,60세이상,77071
2021,6,경상남도,의령군,18-29세,2286
2021,6,경상남도,의령군,30-39세,1692
2021,6,경상남도,의령군,40-49세,2759
2021,6,경상남도,의령군,50-59세,4494
2021,6,경상남도,의령군,60세이상,13134
2021,6,경상남도,진주시,18-29세,52138
2021,6,경상남도,진주시,30-39세,41062
2021,6,경상남도,진주시,40-49세,53685
2021,6,경상남도,진주시,50-59세,56970
2021,6,경상남도,진주시,60세이상,88360
2021,6,경상남도,창녕군,18-29세,5535
2021,6,경상남도,창녕군,30-39세,4899
2021,6,경상남도,창녕군,40-49세,6957
2021,6,경상남도,창녕군,50-59세,10687
2021,6,경상남도,창녕군,60세이상,26294
2021,6,경상남도,창원시,18-29세,148744
2021,6,경상남도,창원시,30-39세,131849
2021,6,경상남도,창원시,40-49세,167185
2021,6,경상남도,창원시,50-59세,184381
2021,6,경상남도,창원시,60세이상,243346
2021,6,경상남도,통영시,18-29세,13294
2021,6,경상남도,통영시,30-39세,12995
2021,6,경상남도,통영시,40-49세,20954
2021,6,경상남도,통영시,50-59세,22044
2021,6,경상남도,통영시,60세이상,37841
2021,6,경상남도,하동군,18-29세,3870
2021,6,경상남도,하동군,30-39세,2653
2021,6,경상남도,하동군,40-49세,4774
2021,6,경상남도,하동군,50-59세,8133
2021,6,경상남도,하동군,60세이상,20785
2021,6,경상남도,함안군,18-29세,6441
2021,6,경상남도,함안군,30-39세,5237
2021,6,경상남도,함안군,40-49세,9084
2021,6,경상남도,함안군,50-59세,11055
2021,6,경상남도,함안군,60세이상,22859
2021,6,경상남도,함양군,18-29세,3645
2021,6,경상남도,함양군,30-39세,2536
2021,6,경상남도,함양군,40-49세,4272
2021,6,경상남도,함양군,50-59세,6754
2021,6,경상남도,함양군,60세이상,17543
2021,6,경상남도,합천군,18-29세,3488
2021,6,경상남도,합천군,30-39세,2427
2021,6,경상남도,합천군,40-49세,4123
2021,6,경상남도,합천군,50-59세,7357
2021,6,경상남도,합천군,60세이상,22747
2021,6,경상북도,경산시,18-29세,41563
2021,6,경상북도,경산시,30-39세,33080
2021,6,경상북도,경산시,40-49세,41596
2021,6,경상북도,경산시,50-59세,45440
2021,6,경상북도,경산시,60세이상,67324
2021,6,경상북도,경주시,18-29세,30702
2021,6,경상북도,경주시,30-39세,24973
2021,6,경상북도,경주시,40-49세,36248
2021,6,경상북도,경주시,50-59세,46558
2021,6,경상북도,경주시,60세이상,82355
2021,6,경상북도,고령군,18-29세,2847
2021,6,경상북도,고령군,30-39세,2172
2021,6,경상북도,고령군,40-49세,3653
2021,6,경상북도,고령군,50-59세,5775
2021,6,경상북도,고령군,60세이상,13601
2021,6,경상북도,구미시,18-29세,64848
2021,6,경상북도,구미시,30-39세,64246
2021,6,경상북도,구미시,40-49세,72664
2021,6,경상북도,구미시,50-59세,69758
2021,6,경상북도,구미시,60세이상,67536
2021,6,경상북도,김천시,18-29세,17074
2021,6,경상북도,김천시,30-39세,14686
2021,6,경상북도,김천시,40-49세,19216
2021,6,경상북도,김천시,50-59세,23557
2021,6,경상북도,김천시,60세이상,45841
2021,6,경상북도,문경시,18-29세,7597
2021,6,경상북도,문경시,30-39세,5567
2021,6,경상북도,문경시,40-49세,8621
2021,6,경상북도,문경시,50-59세,11873
2021,6,경상북도,문경시,60세이상,29608
2021,6,경상북도,봉화군,18-29세,2318
2021,6,경상북도,봉화군,30-39세,1842
2021,6,경상북도,봉화군,40-49세,3121
2021,6,경상북도,봉화군,50-59세,5572
2021,6,경상북도,봉화군,60세이상,15499
2021,6,경상북도,상주시,18-29세,9528
2021,6,경상북도,상주시,30-39세,7183
2021,6,경상북도,상주시,40-49세,11183
2021,6,경상북도,상주시,50-59세,16330
2021,6,경상북도,상주시,60세이상,41195
2021,6,경상북도,성주군,18-29세,3828
2021,6,경상북도,성주군,30-39세,3200
2021,6,경상북도,성주군,40-49세,4592
2021,6,경상북도,성주군,50-59세,8180
2021,6,경상북도,성주군,60세이상,19607
2021,6,경상북도,안동시,18-29세,19560
2021,6,경상북도,안동시,30-39세,15225
2021,6,경상북도,안동시,40-49세,21845
2021,6,경상북도,안동시,50-59세,25780
2021,6,경상북도,안동시,60세이상,54563
2021,6,경상북도,영덕군,18-29세,2783
2021,6,경상북도,영덕군,30-39세,2289
2021,6,경상북도,영덕군,40-49세,3756
2021,6,경상북도,영덕군,50-59세,5975
2021,6,경상북도,영덕군,60세이상,17818
2021,6,경상북도,영양군,18-29세,1323
2021,6,경상북도,영양군,30-39세,999
2021,6,경상북도,영양군,40-49세,1626
2021,6,경상북도,영양군,50-59세,2867
2021,6,경상북도,영양군,60세이상,8182
2021,6,경상북도,영주시,18-29세,11501
2021,6,경상북도,영주시,30-39세,8295
2021,6,경상북도,영주시,40-49세,13561
2021,6,경상북도,영주시,50-59세,17481
2021,6,경상북도,영주시,60세이상,38887
2021,6,경상북도,영천시,18-29세,11536
2021,6,경상북도,영천시,30-39세,9266
2021,6,경상북도,영천시,40-49세,12445
2021,6,경상북도,영천시,50-59세,18069
2021,6,경상북도,영천시,60세이상,39908
2021,6,경상북도,예천군,18-29세,4918
2021,6,경상북도,예천군,30-39세,5416
2021,6,경상북도,예천군,40-49세,7169
2021,6,경상북도,예천군,50-59세,7948
2021,6,경상북도,예천군,60세이상,22177
2021,6,경상북도,울릉군,18-29세,908
2021,6,경상북도,울릉군,30-39세,853
2021,6,경상북도,울릉군,40-49세,1260
2021,6,경상북도,울릉군,50-59세,1793
2021,6,경상북도,울릉군,60세이상,3426
2021,6,경상북도,울진군,18-29세,5242
2021,6,경상북도,울진군,30-39세,4130
2021,6,경상북도,울진군,40-49세,6085
2021,6,경상북도,울진군,50-59세,8431
2021,6,경상북도,울진군,60세이상,18711
2021,6,경상북도,의성군,18-29세,3528
2021,6,경상북도,의성군,30-39세,3104
2021,6,경상북도,의성군,40-49세,4535
2021,6,경상북도,의성군,50-59세,8364
2021,6,경상북도,의성군,60세이상,28002
2021,6,경상북도,청도군,18-29세,3202
2021,6,경상북도,청도군,30-39세,2629
2021,6,경상북도,청도군,40-49세,4280
2021,6,경상북도,청도군,50-59세,7090
2021,6,경상북도,청도군,60세이상,21456
2021,6,경상북도,청송군,18-29세,1908
2021,6,경상북도,청송군,30-39세,1614
2021,6,경상북도,청송군,40-49세,2314
2021,6,경상북도,청송군,50-59세,4588
2021,6,경상북도,청송군,60세이상,12507
2021,6,경상북도,칠곡군,18-29세,14158
2021,6,경상북도,칠곡군,30-39세,14245
2021,6,경상북도,칠곡군,40-49세,20540
2021,6,경상북도,칠곡군,50-59세,19712
2021,6,경상북도,칠곡군,60세이상,27258
2021,6,경상북도,포항시,18-29세,66525
2021,6,경상북도,포항시,30-39세,58388
2021,6,경상북도,포항시,40-49세,76958
2021,6,경상북도,포항시,50-59세,89132
2021,6,경상북도,포항시,60세이상,137387
2021,6,광주광역시,광산구,18-29세,69512
2021,6,광주광역시,광산구,30-39세,53710
2021,6,광주광역시,광산구,40-49세,75720
2021,6,광주광역시,광산구,50-59세,65060
2021,6,광주광역시,광산구,60세이상,61118
2021,6,광주광역시,남구,18-29세,32398
2021,6,광주광역시,남구,30-39세,25073
2021,6,광주광역시,남구,40-49세,33993
2021,6,광주광역시,남구,50-59세,32803
2021,6,광주광역시,남구,60세이상,54725
2021,6,광주광역시,동구,18-29세,16587
2021,6,광주광역시,동구,30-39세,13501
2021,6,광주광역시,동구,40-49세,14028
2021,6,광주광역시,동구,50-59세,15484
2021,6,광주광역시,동구,60세이상,30728
2021,6,광주광역시,북구,18-29세,71212
2021,6,광주광역시,북구,30-39세,54853
2021,6,광주광역시,북구,40-49세,66478
2021,6,광주광역시,북구,50-59세,71237
2021,6,광주광역시,북구,60세이상,98921
2021,6,광주광역시,서구,18-29세,51988
2021,6,광주광역시,서구,30-39세,35642
2021,6,광주광역시,서구,40-49세,47621
2021,6,광주광역시,서구,50-59세,49302
2021,6,광주광역시,서구,60세이상,64169
2021,6,대구광역시,군위군,18-29세,1647
2021,6,대구광역시,군위군,30-39세,1245
2021,6,대구광역시,군위군,40-49세,2056
2021,6,대구광역시,군위군,50-59세,4118
2021,6,대구광역시,군위군,60세이상,12507
2021,6,대구광역시,남구,18-29세,22527
2021,6,대구광역시,남구,30-39세,16971
2021,6,대구광역시,남구,40-49세,19843
2021,6,대구광역시,남구,50-59세,24571
2021,6,대구광역시,남구,60세이상,47589
2021,6,대구광역시,달서구,18-29세,89581
2021,6,대구광역시,달서구,30-39세,64384
2021,6,대구광역시,달서구,40-49세,87306
2021,6,대구광역시,달서구,50-59세,102118
2021,6,대구광역시,달서구,60세이상,128113
2021,6,대구광역시,달성군,18-29세,33221
2021,6,대구광역시,달성군,30-39세,40928
2021,6,대구광역시,달성군,40-49세,44040
2021,6,대구광역시,달성군,50-59세,40653
2021,6,대구광역시,달성군,60세이상,53082
2021,6,대구광역시,동구,18-29세,46953
2021,6,대구광역시,동구,30-39세,43264
2021,6,대구광역시,동구,40-49세,50896
2021,6,대구광역시,동구,50-59세,56380
2021,6,대구광역시,동구,60세이상,98269
2021,6,대구광역시,북구,18-29세,71459
2021,6,대구광역시,북구,30-39세,52937
2021,6,대구광역시,북구,40-49세,71111
2021,6,대구광역시,북구,50-59세,77639
2021,6,대구광역시,북구,60세이상,98708
2021,6,대구광역시,서구,18-29세,23604
2021,6,대구광역시,서구,30-39세,17058
2021,6,대구광역시,서구,40-49세,22111
2021,6,대구광역시,서구,50-59세,33153
2021,6,대구광역시,서구,60세이상,56888
2021,6,대구광역시,수성구,18-29세,64694
2021,6,대구광역시,수성구,30-39세,42182
2021,6,대구광역시,수성구,40-49세,71326
2021,6,대구광역시,수성구,50-59세,74596
2021,6,대구광역시,수성구,60세이상,98463
2021,6,대구광역시,중구,18-29세,12714
2021,6,대구광역시,중구,30-39세,10476
2021,6,대구광역시,중구,40-49세,10507
2021,6,대구광역시,중구,50-59세,11037
2021,6,대구광역시,중구,60세이상,21333
2021,6,대전광역시,대덕구,18-29세,28121
2021,6,대전광역시,대덕구,30-39세,19798
2021,6,대전광역시,대덕구,40-49세,26588
2021,6,대전광역시,대덕구,50-59세,33251
2021,6,대전광역시,대덕구,60세이상,44216
2021,6,대전광역시,동구,18-29세,34775
2021,6,대전광역시,동구,30-39세,25622
2021,6,대전광역시,동구,40-49세,33962
2021,6,대전광역시,동구,50-59세,36226
2021,6,대전광역시,동구,60세이상,62668
2021,6,대전광역시,서구,18-29세,83958
2021,6,대전광역시,서구,30-39세,65140
2021,6,대전광역시,서구,40-49세,77054
2021,6,대전광역시,서구,50-59세,76766
2021,6,대전광역시,서구,60세이상,96965
2021,6,대전광역시,유성구,18-29세,60012
2021,6,대전광역시,유성구,30-39세,55147
2021,6,대전광역시,유성구,40-49세,60045
2021,6,대전광역시,유성구,50-59세,54043
2021,6,대전광역시,유성구,60세이상,56695
2021,6,대전광역시,중구,18-29세,35460
2021,6,대전광역시,중구,30-39세,25481
2021,6,대전광역시,중구,40-49세,35988
2021,6,대전광역시,중구,50-59세,38943
2021,6,대전광역시,중구,60세이상,65948
2021,6,부산광역시,강서구,18-29세,14357
2021,6,부산광역시,강서구,30-39세,27204
2021,6,부산광역시,강서구,40-49세,24813
2021,6,부산광역시,강서구,50-59세,16972
2021,6,부산광역시,강서구,60세이상,26809
2021,6,부산광역시,금정구,18-29세,36619
2021,6,부산광역시,금정구,30-39세,24486
2021,6,부산광역시,금정구,40-49세,31546
2021,6,부산광역시,금정구,50-59세,39367
2021,6,부산광역시,금정구,60세이상,71424
2021,6,부산광역시,기장군,18-29세,20426
2021,6,부산광역시,기장군,30-39세,24616
2021,6,부산광역시,기장군,40-49세,32752
2021,6,부산광역시,기장군,50-59세,24558
2021,6,부산광역시,기장군,60세이상,40905
2021,6,부산광역시,남구,18-29세,39516
2021,6,부산광역시,남구,30-39세,29009
2021,6,부산광역시,남구,40-49세,41131
2021,6,부산광역시,남구,50-59세,42254
2021,6,부산광역시,남구,60세이상,77121
2021,6,부산광역시,동구,18-29세,11579
2021,6,부산광역시,동구,30-39세,10409
2021,6,부산광역시,동구,40-49세,11634
2021,6,부산광역시,동구,50-59세,14342
2021,6,부산광역시,동구,60세이상,32211
2021,6,부산광역시,동래구,18-29세,37057
2021,6,부산광역시,동래구,30-39세,32264
2021,6,부산광역시,동래구,40-49세,42788
2021,6,부산광역시,동래구,50-59세,43600
2021,6,부산광역시,동래구,60세이상,73900
2021,6,부산광역시,부산진구,18-29세,57921
2021,6,부산광역시,부산진구,30-39세,47464
2021,6,부산광역시,부산진구,40-49세,50855
2021,6,부산광역시,부산진구,50-59세,57168
2021,6,부산광역시,부산진구,60세이상,103176
2021,6,부산광역시,북구,18-29세,41895
2021,6,부산광역시,북구,30-39세,33680
2021,6,부산광역시,북구,40-49세,40125
2021,6,부산광역시,북구,50-59세,52802
2021,6,부산광역시,북구,60세이상,78849
2021,6,부산광역시,사상구,18-29세,31952
2021,6,부산광역시,사상구,30-39세,24629
2021,6,부산광역시,사상구,40-49세,28909
2021,6,부산광역시,사상구,50-59세,39753
2021,6,부산광역시,사상구,60세이상,62065
2021,6,부산광역시,사하구,18-29세,44746
2021,6,부산광역시,사하구,30-39세,35656
2021,6,부산광역시,사하구,40-49세,45178
2021,6,부산광역시,사하구,50-59세,53609
2021,6,부산광역시,사하구,60세이상,90306
2021,6,부산광역시,서구,18-29세,15036
2021,6,부산광역시,서구,30-39세,10905
2021,6,부산광역시,서구,40-49세,14394
2021,6,부산광역시,서구,50-59세,17329
2021,6,부산광역시,서구,60세이상,37727
2021,6,부산광역시,수영구,18-29세,26731
2021,6,부산광역시,수영구,30-39세,23680
2021,6,부산광역시,수영구,40-49세,25173
2021,6,부산광역시,수영구,50-59세,27181
2021,6,부산광역시,수영구,60세이상,53986
2021,6,부산광역시,연제구,18-29세,28858
2021,6,부산광역시,연제구,30-39세,26206
2021,6,부산광역시,연제구,40-49세,31471
2021,6,부산광역시,연제구,50-59세,33476
2021,6,부산광역시,연제구,60세이상,59380
2021,6,부산광역시,영도구,18-29세,13461
2021,6,부산광역시,영도구,30-39세,10402
2021,6,부산광역시,영도구,40-49세,14874
2021,6,부산광역시,영도구,50-59세,18844
2021,6,부산광역시,영도구,60세이상,43547
2021,6,부산광역시,중구,18-29세,6269
2021,6,부산광역시,중구,30-39세,4431
2021,6,부산광역시,중구,40-49세,5223
2021,6,부산광역시,중구,50-59세,6825
2021,6,부산광역시,중구,60세이상,15209
2021,6,부산광역시,해운대구,18-29세,55929
2021,6,부산광역시,해운대구,30-39세,45985
2021,6,부산광역시,해운대구,40-49세,64983
2021,6,부산광역시,해운대구,50-59세,69425
2021,6,부산광역시,해운대구,60세이상,105496
2021,6,서울특별시,강남구,18-29세,82941
2021,6,서울특별시,강남구,30-39세,79063
2021,6,서울특별시,강남구,40-49세,97714
2021,6,서울특별시,강남구,50-59세,80287
2021,6,서울특별시,강남구,60세이상,109078
2021,6,서울특별시,강동구,18-29세,69495
2021,6,서울특별시,강동구,30-39세,72596
2021,6,서울특별시,강동구,40-49세,75103
2021,6,서울특별시,강동구,50-59세,71889
2021,6,서울특별시,강동구,60세이상,109748
2021,6,서울특별시,강북구,18-29세,47109
2021,6,서울특별시,강북구,30-39세,37702
2021,6,서울특별시,강북구,40-49세,45257
2021,6,서울특별시,강북구,50-59세,51740
2021,6,서울특별시,강북구,60세이상,89735
2021,6,서울특별시,강서구,18-29세,96482
2021,6,서울특별시,강서구,30-39세,98479
2021,6,서울특별시,강서구,40-49세,90187
2021,6,서울특별시,강서구,50-59세,84710
2021,6,서울특별시,강서구,60세이상,135170
2021,6,서울특별시,관악구,18-29세,115874
2021,6,서울특별시,관악구,30-39세,85734
2021,6,서울특별시,관악구,40-49세,66796
2021,6,서울특별시,관악구,50-59세,67131
2021,6,서울특별시,관악구,60세이상,111481
2021,6,서울특별시,광진구,18-29세,68085
2021,6,서울특별시,광진구,30-39세,55128
2021,6,서울특별시,광진구,40-49세,51276
2021,6,서울특별시,광진구,50-59세,53830
2021,6,서울특별시,광진구,60세이상,75999
2021,6,서울특별시,구로구,18-29세,61359
2021,6,서울특별시,구로구,30-39세,61653
2021,6,서울특별시,구로구,40-49세,62047
2021,6,서울특별시,구로구,50-59세,62305
2021,6,서울특별시,구로구,60세이상,102084
2021,6,서울특별시,금천구,18-29세,40605
2021,6,서울특별시,금천구,30-39세,35651
2021,6,서울특별시,금천구,40-49세,32099
2021,6,서울특별시,금천구,50-59세,39505
2021,6,서울특별시,금천구,60세이상,59406
2021,6,서울특별시,노원구,18-29세,83254
2021,6,서울특별시,노원구,30-39세,63730
2021,6,서울특별시,노원구,40-49세,83729
2021,6,서울특별시,노원구,50-59세,87067
2021,6,서울특별시,노원구,60세이상,126535
2021,6,서울특별시,도봉구,18-29세,48319
2021,6,서울특별시,도봉구,30-39세,39828
2021,6,서울특별시,도봉구,40-49세,47191
2021,6,서울특별시,도봉구,50-59세,56062
2021,6,서울특별시,도봉구,60세이상,92104
2021,6,서울특별시,동대문구,18-29세,61769
2021,6,서울특별시,동대문구,30-39세,49262
2021,6,서울특별시,동대문구,40-49세,49475
2021,6,서울특별시,동대문구,50-59세,52297
2021,6,서울특별시,동대문구,60세이상,87621
2021,6,서울특별시,동작구,18-29세,71773
2021,6,서울특별시,동작구,30-39세,61569
2021,6,서울특별시,동작구,40-49세,58061
2021,6,서울특별시,동작구,50-59세,57788
2021,6,서울특별시,동작구,60세이상,93830
2021,6,서울특별시,마포구,18-29세,67953
2021,6,서울특별시,마포구,30-39세,63856
2021,6,서울특별시,마포구,40-49세,60539
2021,6,서울특별시,마포구,50-59세,54490
2021,6,서울특별시,마포구,60세이상,77041
2021,6,서울특별시,서대문구,18-29세,54991
2021,6,서울특별시,서대문구,30-39세,44493
2021,6,서울특별시,서대문구,40-49세,46171
2021,6,서울특별시,서대문구,50-59세,48627
2021,6,서울특별시,서대문구,60세이상,75737
2021,6,서울특별시,서초구,18-29세,62318
2021,6,서울특별시,서초구,30-39세,61166
2021,6,서울특별시,서초구,40-49세,76005
2021,6,서울특별시,서초구,50-59세,62969
2021,6,서울특별시,서초구,60세이상,87238
2021,6,서울특별시,성동구,18-29세,49014
2021,6,서울특별시,성동구,30-39세,47706
2021,6,서울특별시,성동구,40-49세,43988
2021,6,서울특별시,성동구,50-59세,46514
2021,6,서울특별시,성동구,60세이상,67325
2021,6,서울특별시,성북구,18-29세,74676
2021,6,서울특별시,성북구,30-39세,59249
2021,6,서울특별시,성북구,40-49세,68737
2021,6,서울특별시,성북구,50-59세,69033
2021,6,서울특별시,성북구,60세이상,105419
2021,6,서울특별시,송파구,18-29세,104253
2021,6,서울특별시,송파구,30-39세,107398
2021,6,서울특별시,송파구,40-49세,107534
2021,6,서울특별시,송파구,50-59세,101179
2021,6,서울특별시,송파구,60세이상,143940
2021,6,서울특별시,양천구,18-29세,68878
2021,6,서울특별시,양천구,30-39세,56731
2021,6,서울특별시,양천구,40-49세,77790
2021,6,서울특별시,양천구,50-59세,76068
2021,6,서울특별시,양천구,60세이상,100989
2021,6,서울특별시,영등포구,18-29세,64490
2021,6,서울특별시,영등포구,30-39세,69267
2021,6,서울특별시,영등포구,40-49세,55865
2021,6,서울특별시,영등포구,50-59세,56182
2021,6,서울특별시,영등포구,60세이상,87701
2021,6,서울특별시,용산구,18-29세,37107
2021,6,서울특별시,용산구,30-39세,38161
2021,6,서울특별시,용산구,40-49세,34772
2021,6,서울특별시,용산구,50-59세,36432
2021,6,서울특별시,용산구,60세이상,55107
2021,6,서울특별시,은평구,18-29세,74917
2021,6,서울특별시,은평구,30-39세,67380
2021,6,서울특별시,은평구,40-49세,75071
2021,6,서울특별시,은평구,50-59세,76763
2021,6,서울특별시,은평구,60세이상,123360
2021,6,서울특별시,종로구,18-29세,25664
2021,6,서울특별시,종로구,30-39세,19595
2021,6,서울특별시,종로구,40-49세,21433
2021,6,서울특별시,종로구,50-59세,24939
2021,6,서울특별시,종로구,60세이상,38956
2021,6,서울특별시,중구,18-29세,19992
2021,6,서울특별시,중구,30-39세,19881
2021,6,서울특별시,중구,40-49세,17738
2021,6,서울특별시,중구,50-59세,20203
2021,6,서울특별시,중구,60세이상,33703
2021,6,서울특별시,중랑구,18-29세,61570
2021,6,서울특별시,중랑구,30-39세,57050
2021,6,서울특별시,중랑구,40-49세,56493
2021,6,서울특별시,중랑구,50-59세,68222
2021,6,서울특별시,중랑구,60세이상,104746
2021,6,세종특별자치시,세종특별자치시,18-29세,45090
2021,6,세종특별자치시,세종특별자치시,30-39세,61194
2021,6,세종특별자치시,세종특별자치시,40-49세,70646
2021,6,세종특별자치시,세종특별자치시,50-59세,46583
2021,6,세종특별자치시,세종특별자치시,60세이상,55318
2021,6,울산광역시,남구,18-29세,51127
2021,6,울산광역시,남구,30-39세,41541
2021,6,울산광역시,남구,40-49세,50470
2021,6,울산광역시,남구,50-59세,61013
2021,6,울산광역시,남구,60세이상,66285
2021,6,울산광역시,동구,18-29세,20268
2021,6,울산광역시,동구,30-39세,22041
2021,6,울산광역시,동구,40-49세,26026
2021,6,울산광역시,동구,50-59세,25034
2021,6,울산광역시,동구,60세이상,34893
2021,6,울산광역시,북구,18-29세,31218
2021,6,울산광역시,북구,30-39세,33381
2021,6,울산광역시,북구,40-49세,38685
2021,6,울산광역시,북구,50-59세,38481
2021,6,울산광역시,북구,60세이상,32517
2021,6,울산광역시,울주군,18-29세,30932
2021,6,울산광역시,울주군,30-39세,25186
2021,6,울산광역시,울주군,40-49세,36526
2021,6,울산광역시,울주군,50-59세,41864
2021,6,울산광역시,울주군,60세이상,52594
2021,6,울산광역시,중구,18-29세,30100
2021,6,울산광역시,중구,30-39세,25731
2021,6,울산광역시,중구,40-49세,33632
2021,6,울산광역시,중구,50-59세,40460
2021,6,울산광역시,중구,60세이상,53354
2021,6,인천광역시,강화군,18-29세,6097
2021,6,인천광역시,강화군,30-39세,5317
2021,6,인천광역시,강화군,40-49세,7670
2021,6,인천광역시,강화군,50-59세,11713
2021,6,인천광역시,강화군,60세이상,31555
2021,6,인천광역시,계양구,18-29세,49379
2021,6,인천광역시,계양구,30-39세,37789
2021,6,인천광역시,계양구,40-49세,45219
2021,6,인천광역시,계양구,50-59세,59866
2021,6,인천광역시,계양구,60세이상,66124
2021,6,인천광역시,남동구,18-29세,80086
2021,6,인천광역시,남동구,30-39세,70528
2021,6,인천광역시,남동구,40-49세,87639
2021,6,인천광역시,남동구,50-59세,89077
2021,6,인천광역시,남동구,60세이상,115174
2021,6,인천광역시,동구,18-29세,7485
2021,6,인천광역시,동구,30-39세,6630
2021,6,인천광역시,동구,40-49세,9721
2021,6,인천광역시,동구,50-59세,9928
2021,6,인천광역시,동구,60세이상,20224
2021,6,인천광역시,미추홀구,18-29세,63861
2021,6,인천광역시,미추홀구,30-39세,55439
2021,6,인천광역시,미추홀구,40-49세,63311
2021,6,인천광역시,미추홀구,50-59세,66781
2021,6,인천광역시,미추홀구,60세이상,104103
2021,6,인천광역시,부평구,18-29세,78356
2021,6,인천광역시,부평구,30-39세,66422
2021,6,인천광역시,부평구,40-49세,75946
2021,6,인천광역시,부평구,50-59세,88810
2021,6,인천광역시,부평구,60세이상,116798
2021,6,인천광역시,서구,18-29세,82993
2021,6,인천광역시,서구,30-39세,77915
2021,6,인천광역시,서구,40-49세,95034
2021,6,인천광역시,서구,50-59세,93446
2021,6,인천광역시,서구,60세이상,98724
2021,6,인천광역시,연수구,18-29세,60542
